Normal Atmosphere,Polluted Atmosphere,Time (sec)
135,470,417.3
134,470,417.4
134,470,417.5
133,470,417.6
135,471,417.7
136,471,417.8
134,471,417.9
134,471,418
134,471,418.1
134,471,418.2
134,471,418.3
133,471,418.4
135,471,418.5
135,472,418.6
133,472,418.7
135,472,418.8
136,472,418.9
134,472,419
134,473,419.1
133,472,419.2
134,472,419.3
134,473,419.4
133,473,419.5
135,473,419.6
135,473,419.7
134,474,419.8
134,474,419.9
135,474,420
134,474,420.1
135,474,420.2
135,475,420.3
136,475,420.4
134,476,420.5
134,476,420.6
132,476,420.7
133,476,420.8
132,476,420.9
134,477,421
134,477,421.1
133,478,421.2
133,478,421.3
133,479,421.4
133,479,421.5
133,480,421.6
133,480,421.7
133,481,421.8
134,482,421.9
134,482,422
134,483,422.1
134,483,422.2
133,483,422.3
134,484,422.4
134,484,422.5
134,484,422.6
134,484,422.7
134,484,422.8
133,484,422.9
134,484,423
134,485,423.1
133,485,423.2
133,485,423.3
134,485,423.4
132,485,423.5
133,486,423.6
133,486,423.7
133,486,423.8
133,486,423.9
133,486,424
133,487,424.1
133,487,424.2
133,487,424.3
133,487,424.4
136,487,424.5
133,488,424.6
133,488,424.7
133,488,424.8
133,488,424.9
133,488,425
133,489,425.1
133,489,425.2
133,489,425.3
135,489,425.4
135,490,425.5
135,490,425.6
134,490,425.7
134,490,425.8
132,490,425.9
133,491,426
133,491,426.1
133,491,426.2
133,491,426.3
132,492,426.4
134,492,426.5
131,492,426.6
133,492,426.7
132,492,426.8
133,493,426.9
134,493,427
132,493,427.1
132,493,427.2
136,493,427.3
132,493,427.4
131,493,427.5
132,493,427.6
132,493,427.7
132,493,427.8
135,493,427.9
135,493,428
133,492,428.1
132,493,428.2
132,493,428.3
133,492,428.4
133,492,428.5
132,492,428.6
132,492,428.7
135,492,428.8
135,492,428.9
131,492,429
135,492,429.1
132,492,429.2
132,492,429.3
132,492,429.4
133,492,429.5
132,492,429.6
132,492,429.7
132,492,429.8
136,492,429.9
135,492,430
134,492,430.1
135,492,430.2
134,492,430.3
135,492,430.4
134,492,430.5
134,491,430.6
135,492,430.7
135,492,430.8
135,492,430.9
134,492,431
134,492,431.1
135,492,431.2
136,492,431.3
134,493,431.4
135,492,431.5
133,493,431.6
135,492,431.7
135,493,431.8
135,492,431.9
134,492,432
134,492,432.1
134,492,432.2
135,492,432.3
134,491,432.4
133,491,432.5
134,492,432.6
133,492,432.7
134,491,432.8
134,491,432.9
135,491,433
135,491,433.1
136,490,433.2
135,491,433.3
134,491,433.4
134,491,433.5
135,491,433.6
133,491,433.7
132,491,433.8
133,490,433.9
133,491,434
132,491,434.1
133,490,434.2
134,490,434.3
135,490,434.4
136,490,434.5
134,490,434.6
135,490,434.7
134,490,434.8
133,490,434.9
133,490,435
135,490,435.1
134,490,435.2
133,491,435.3
133,490,435.4
135,490,435.5
135,490,435.6
135,490,435.7
136,490,435.8
133,490,435.9
135,490,436
134,490,436.1
134,490,436.2
135,490,436.3
134,490,436.4
134,490,436.5
133,490,436.6
135,490,436.7
135,491,436.8
135,490,436.9
135,490,437
134,491,437.1
133,491,437.2
134,490,437.3
132,490,437.4
135,490,437.5
133,491,437.6
134,491,437.7
133,491,437.8
136,490,437.9
134,491,438
132,491,438.1
135,491,438.2
135,491,438.3
135,491,438.4
135,491,438.5
136,491,438.6
134,491,438.7
133,491,438.8
134,491,438.9
134,491,439
134,491,439.1
135,491,439.2
136,491,439.3
135,491,439.4
134,491,439.5
133,491,439.6
135,491,439.7
135,490,439.8
133,490,439.9
135,489,440
135,488,440.1
135,488,440.2
133,488,440.3
132,487,440.4
133,487,440.5
135,486,440.6
135,484,440.7
134,484,440.8
134,481,440.9
135,479,441
136,479,441.1
134,480,441.2
134,481,441.3
134,479,441.4
134,478,441.5
135,478,441.6
133,478,441.7
132,478,441.8
133,479,441.9
134,478,442
133,478,442.1
133,479,442.2
135,479,442.3
134,479,442.4
134,478,442.5
134,477,442.6
134,477,442.7
134,475,442.8
134,475,442.9
134,475,443
134,473,443.1
133,476,443.2
133,476,443.3
133,473,443.4
133,474,443.5
133,472,443.6
133,473,443.7
136,475,443.8
135,473,443.9
135,472,444
134,472,444.1
135,470,444.2
133,472,444.3
132,474,444.4
132,473,444.5
131,470,444.6
135,476,444.7
135,475,444.8
134,474,444.9
133,479,445
135,482,445.1
134,487,445.2
135,487,445.3
134,488,445.4
134,489,445.5
134,490,445.6
133,489,445.7
135,489,445.8
133,488,445.9
133,487,446
136,487,446.1
135,487,446.2
132,487,446.3
132,487,446.4
133,487,446.5
133,487,446.6
133,487,446.7
134,487,446.8
132,487,446.9
135,486,447
134,486,447.1
133,486,447.2
134,486,447.3
133,486,447.4
133,486,447.5
133,486,447.6
134,486,447.7
134,485,447.8
134,485,447.9
134,485,448
134,484,448.1
134,484,448.2
133,484,448.3
133,484,448.4
134,483,448.5
134,483,448.6
134,483,448.7
134,483,448.8
134,482,448.9
134,482,449
134,481,449.1
134,481,449.2
134,480,449.3
134,474,449.4
133,474,449.5
133,477,449.6
133,478,449.7
133,478,449.8
133,478,449.9
134,478,450
134,478,450.1
133,478,450.2
133,477,450.3
134,476,450.4
134,476,450.5
134,476,450.6
133,475,450.7
134,475,450.8
134,476,450.9
135,476,451
133,475,451.1
134,476,451.2
133,475,451.3
133,474,451.4
134,474,451.5
133,474,451.6
134,474,451.7
133,474,451.8
133,474,451.9
132,474,452
132,474,452.1
133,473,452.2
134,474,452.3
133,473,452.4
133,473,452.5
132,473,452.6
132,473,452.7
132,473,452.8
132,473,452.9
132,473,453
131,472,453.1
133,472,453.2
135,472,453.3
132,472,453.4
133,471,453.5
134,470,453.6
134,470,453.7
134,467,453.8
136,466,453.9
135,465,454
133,462,454.1
134,464,454.2
133,464,454.3
135,465,454.4
135,464,454.5
135,462,454.6
135,462,454.7
135,460,454.8
132,464,454.9
135,463,455
135,463,455.1
133,460,455.2
135,459,455.3
135,458,455.4
135,458,455.5
133,460,455.6
135,459,455.7
133,459,455.8
133,458,455.9
133,458,456
134,457,456.1
133,458,456.2
133,457,456.3
133,457,456.4
133,459,456.5
133,457,456.6
133,455,456.7
132,455,456.8
133,456,456.9
133,457,457
132,457,457.1
136,457,457.2
135,456,457.3
134,456,457.4
133,457,457.5
133,457,457.6
133,456,457.7
134,455,457.8
133,456,457.9
133,457,458
133,457,458.1
133,457,458.2
135,456,458.3
134,457,458.4
134,457,458.5
135,458,458.6
135,458,458.7
135,457,458.8
135,457,458.9
135,457,459
134,457,459.1
134,457,459.2
133,457,459.3
133,456,459.4
132,455,459.5
132,455,459.6
133,455,459.7
132,453,459.8
132,454,459.9
131,453,460
132,456,460.1
131,455,460.2
131,454,460.3
135,454,460.4
134,455,460.5
133,457,460.6
134,458,460.7
133,459,460.8
133,460,460.9
133,455,461
133,456,461.1
133,456,461.2
133,455,461.3
133,454,461.4
133,453,461.5
134,455,461.6
133,457,461.7
133,455,461.8
134,455,461.9
133,453,462
133,451,462.1
133,454,462.2
133,453,462.3
133,451,462.4
133,453,462.5
133,450,462.6
132,451,462.7
133,450,462.8
133,447,462.9
133,449,463
133,449,463.1
135,448,463.2
135,450,463.3
132,447,463.4
134,447,463.5
133,447,463.6
133,448,463.7
135,447,463.8
135,447,463.9
135,446,464
133,444,464.1
135,449,464.2
134,447,464.3
135,445,464.4
134,443,464.5
132,440,464.6
135,441,464.7
135,443,464.8
134,441,464.9
134,444,465
135,448,465.1
134,451,465.2
134,454,465.3
135,455,465.4
134,456,465.5
134,456,465.6
133,457,465.7
134,458,465.8
134,459,465.9
136,459,466
135,460,466.1
135,460,466.2
134,460,466.3
133,459,466.4
132,459,466.5
133,459,466.6
133,460,466.7
133,459,466.8
135,459,466.9
133,460,467
135,459,467.1
135,459,467.2
135,459,467.3
134,459,467.4
133,458,467.5
133,458,467.6
133,459,467.7
135,458,467.8
133,458,467.9
135,458,468
134,458,468.1
135,457,468.2
135,457,468.3
135,458,468.4
135,457,468.5
134,457,468.6
135,457,468.7
135,456,468.8
134,456,468.9
133,456,469
135,455,469.1
133,455,469.2
135,455,469.3
134,454,469.4
135,453,469.5
134,452,469.6
133,452,469.7
135,452,469.8
134,452,469.9
135,451,470
135,450,470.1
134,449,470.2
134,442,470.3
135,439,470.4
134,441,470.5
135,440,470.6
133,436,470.7
135,432,470.8
134,433,470.9
134,432,471
135,429,471.1
134,438,471.2
135,439,471.3
135,439,471.4
134,439,471.5
133,438,471.6
134,439,471.7
133,442,471.8
132,441,471.9
134,440,472
134,441,472.1
135,440,472.2
135,440,472.3
134,440,472.4
133,440,472.5
133,440,472.6
134,440,472.7
134,439,472.8
133,438,472.9
134,437,473
134,436,473.1
133,437,473.2
134,440,473.3
133,437,473.4
134,438,473.5
132,437,473.6
133,439,473.7
132,437,473.8
134,434,473.9
131,431,474
133,433,474.1
134,445,474.2
133,436,474.3
133,436,474.4
133,433,474.5
135,436,474.6
133,435,474.7
132,433,474.8
136,432,474.9
134,436,475
133,433,475.1
135,433,475.2
135,436,475.3
133,437,475.4
135,435,475.5
134,437,475.6
133,434,475.7
134,435,475.8
134,434,475.9
133,434,476
133,433,476.1
132,435,476.2
132,432,476.3
132,432,476.4
132,431,476.5
135,429,476.6
134,431,476.7
133,430,476.8
136,428,476.9
134,428,477
133,435,477.1
133,436,477.2
131,436,477.3
133,433,477.4
134,435,477.5
134,438,477.6
132,439,477.7
131,438,477.8
132,439,477.9
134,438,478
132,439,478.1
134,437,478.2
135,437,478.3
133,436,478.4
133,435,478.5
132,435,478.6
133,436,478.7
132,435,478.8
135,433,478.9
134,431,479
132,430,479.1
135,430,479.2
135,427,479.3
134,427,479.4
135,426,479.5
135,427,479.6
134,426,479.7
134,426,479.8
134,426,479.9
134,425,480
134,426,480.1
133,426,480.2
134,426,480.3
135,425,480.4
135,425,480.5
133,427,480.6
133,423,480.7
133,421,480.8
135,422,480.9
134,420,481
134,418,481.1
135,422,481.2
133,423,481.3
133,425,481.4
134,424,481.5
134,423,481.6
134,423,481.7
135,425,481.8
134,426,481.9
133,426,482
134,425,482.1
134,425,482.2
133,426,482.3
133,426,482.4
133,424,482.5
132,424,482.6
133,423,482.7
132,427,482.8
132,425,482.9
132,425,483
132,424,483.1
132,424,483.2
134,424,483.3
133,423,483.4
132,423,483.5
135,423,483.6
133,423,483.7
132,423,483.8
135,422,483.9
133,423,484
134,422,484.1
135,422,484.2
135,422,484.3
135,422,484.4
134,421,484.5
133,421,484.6
132,421,484.7
133,421,484.8
135,421,484.9
134,421,485
135,420,485.1
133,420,485.2
134,420,485.3
134,420,485.4
134,420,485.5
133,419,485.6
133,421,485.7
133,422,485.8
131,420,485.9
133,421,486
134,421,486.1
132,421,486.2
132,421,486.3
132,421,486.4
132,421,486.5
133,421,486.6
132,421,486.7
132,421,486.8
132,420,486.9
132,420,487
134,420,487.1
134,420,487.2
135,419,487.3
135,419,487.4
134,419,487.5
134,419,487.6
134,418,487.7
134,419,487.8
135,418,487.9
134,418,488
134,417,488.1
135,417,488.2
133,416,488.3
132,416,488.4
132,416,488.5
135,417,488.6
134,417,488.7
133,418,488.8
134,418,488.9
134,418,489
133,418,489.1
134,417,489.2
133,418,489.3
135,418,489.4
132,417,489.5
135,417,489.6
135,417,489.7
135,417,489.8
134,417,489.9
135,417,490
133,416,490.1
134,416,490.2
133,416,490.3
135,414,490.4
133,413,490.5
134,413,490.6
134,413,490.7
132,413,490.8
135,413,490.9
134,412,491
132,415,491.1
132,412,491.2
132,412,491.3
132,412,491.4
132,412,491.5
132,411,491.6
133,415,491.7
132,413,491.8
132,411,491.9
132,412,492
132,411,492.1
133,412,492.2
132,411,492.3
131,412,492.4
131,411,492.5
135,411,492.6
132,410,492.7
132,410,492.8
131,412,492.9
131,412,493
131,412,493.1
131,412,493.2
132,412,493.3
132,412,493.4
132,411,493.5
132,412,493.6
132,411,493.7
133,411,493.8
132,411,493.9
133,411,494
133,411,494.1
133,411,494.2
133,411,494.3
133,411,494.4
133,411,494.5
133,411,494.6
133,411,494.7
133,411,494.8
134,411,494.9
133,411,495
133,410,495.1
134,410,495.2
133,410,495.3
133,410,495.4
133,409,495.5
133,410,495.6
133,409,495.7
134,409,495.8
133,409,495.9
133,409,496
133,409,496.1
133,408,496.2
134,409,496.3
133,408,496.4
133,408,496.5
133,409,496.6
133,408,496.7
133,407,496.8
133,407,496.9
134,407,497
133,408,497.1
133,407,497.2
133,408,497.3
133,407,497.4
133,407,497.5
133,406,497.6
133,407,497.7
133,407,497.8
133,406,497.9
133,406,498
134,406,498.1
133,406,498.2
133,406,498.3
133,406,498.4
133,406,498.5
133,406,498.6
133,405,498.7
133,405,498.8
133,405,498.9
133,405,499
133,406,499.1
133,406,499.2
134,405,499.3
133,405,499.4
133,406,499.5
134,406,499.6
133,405,499.7
133,405,499.8
133,405,499.9
133,405,500
133,405,500.1
134,412,500.2
133,403,500.3
133,402,500.4
133,402,500.5
133,405,500.6
133,406,500.7
133,405,500.8
133,402,500.9
133,407,501
133,403,501.1
133,405,501.2
133,401,501.3
134,407,501.4
134,406,501.5
133,405,501.6
134,406,501.7
134,407,501.8
133,407,501.9
133,405,502
133,403,502.1
133,403,502.2
133,404,502.3
134,403,502.4
133,403,502.5
133,402,502.6
134,401,502.7
133,402,502.8
134,403,502.9
134,403,503
133,404,503.1
133,404,503.2
134,404,503.3
134,403,503.4
134,403,503.5
133,402,503.6
134,403,503.7
133,403,503.8
133,403,503.9
134,403,504
134,403,504.1
133,403,504.2
134,403,504.3
134,402,504.4
134,402,504.5
134,401,504.6
133,401,504.7
133,401,504.8
134,401,504.9
133,403,505
134,401,505.1
134,400,505.2
133,402,505.3
133,402,505.4
133,400,505.5
134,400,505.6
134,400,505.7
134,400,505.8
133,398,505.9
133,409,506
134,408,506.1
133,401,506.2
134,399,506.3
134,398,506.4
134,404,506.5
134,400,506.6
134,398,506.7
134,399,506.8
134,399,506.9
133,398,507
133,409,507.1
133,399,507.2
133,399,507.3
133,399,507.4
133,399,507.5
134,399,507.6
134,399,507.7
133,400,507.8
134,400,507.9
133,400,508
133,400,508.1
134,400,508.2
134,398,508.3
134,398,508.4
133,397,508.5
133,398,508.6
133,397,508.7
134,395,508.8
133,398,508.9
133,400,509
134,398,509.1
133,398,509.2
134,396,509.3
134,396,509.4
133,397,509.5
134,398,509.6
134,395,509.7
133,398,509.8
133,397,509.9
134,397,510
134,399,510.1
134,398,510.2
134,396,510.3
134,392,510.4
134,395,510.5
133,394,510.6
133,394,510.7
134,393,510.8
134,392,510.9
134,392,511
133,396,511.1
134,395,511.2
134,403,511.3
134,395,511.4
134,398,511.5
134,397,511.6
135,393,511.7
134,396,511.8
135,396,511.9
134,395,512
135,394,512.1
135,394,512.2
135,394,512.3
134,394,512.4
135,392,512.5
135,405,512.6
134,400,512.7
134,401,512.8
135,398,512.9
133,395,513
133,396,513.1
133,397,513.2
133,398,513.3
134,397,513.4
134,396,513.5
133,395,513.6
133,395,513.7
133,397,513.8
133,396,513.9
133,400,514
132,390,514.1
133,391,514.2
133,394,514.3
133,393,514.4
132,395,514.5
132,395,514.6
133,396,514.7
132,395,514.8
132,392,514.9
133,393,515
132,392,515.1
132,393,515.2
132,393,515.3
133,395,515.4
132,394,515.5
133,393,515.6
132,395,515.7
132,392,515.8
132,400,515.9
135,399,516
133,396,516.1
135,395,516.2
134,395,516.3
133,400,516.4
134,390,516.5
134,398,516.6
134,395,516.7
133,392,516.8
133,396,516.9
133,394,517
132,392,517.1
135,392,517.2
133,392,517.3
133,391,517.4
133,392,517.5
133,390,517.6
135,390,517.7
133,390,517.8
135,394,517.9
134,394,518
133,394,518.1
134,392,518.2
133,392,518.3
133,392,518.4
132,398,518.5
133,391,518.6
134,393,518.7
132,392,518.8
134,393,518.9
133,391,519
133,388,519.1
131,391,519.2
133,388,519.3
132,399,519.4
132,390,519.5
133,390,519.6
132,398,519.7
133,391,519.8
133,398,519.9
133,387,520
134,391,520.1
134,388,520.2
132,399,520.3
132,390,520.4
131,397,520.5
133,391,520.6
133,391,520.7
131,389,520.8
131,387,520.9
133,391,521
133,389,521.1
132,390,521.2
132,395,521.3
134,391,521.4
133,389,521.5
133,386,521.6
131,389,521.7
133,389,521.8
132,386,521.9
133,386,522
134,399,522.1
135,395,522.2
134,395,522.3
133,389,522.4
133,396,522.5
134,395,522.6
133,387,522.7
133,391,522.8
133,390,522.9
133,387,523
134,384,523.1
133,396,523.2
134,396,523.3
134,390,523.4
133,387,523.5
135,387,523.6
134,381,523.7
134,389,523.8
134,393,523.9
134,392,524
134,397,524.1
133,389,524.2
133,384,524.3
132,386,524.4
131,396,524.5
135,395,524.6
134,390,524.7
134,385,524.8
133,386,524.9
134,389,525
136,387,525.1
133,387,525.2
135,387,525.3
135,389,525.4
132,382,525.5
134,383,525.6
135,384,525.7
135,394,525.8
132,385,525.9
134,382,526
133,388,526.1
133,385,526.2
134,386,526.3
134,389,526.4
133,385,526.5
134,385,526.6
132,392,526.7
134,387,526.8
133,395,526.9
133,385,527
133,393,527.1
133,392,527.2
134,383,527.3
134,381,527.4
133,382,527.5
133,392,527.6
135,393,527.7
133,387,527.8
134,383,527.9
135,379,528
134,385,528.1
134,382,528.2
134,393,528.3
135,384,528.4
134,383,528.5
135,393,528.6
132,394,528.7
133,394,528.8
134,391,528.9
134,391,529
135,390,529.1
133,384,529.2
135,386,529.3
133,382,529.4
133,384,529.5
133,385,529.6
134,390,529.7
135,387,529.8
135,385,529.9
134,390,530
134,389,530.1
135,382,530.2
133,377,530.3
133,384,530.4
134,381,530.5
133,391,530.6
133,390,530.7
134,382,530.8
135,383,530.9
133,385,531
133,389,531.1
134,381,531.2
134,381,531.3
133,391,531.4
133,392,531.5
133,389,531.6
133,384,531.7
133,389,531.8
135,380,531.9
135,379,532
133,379,532.1
135,382,532.2
133,384,532.3
135,383,532.4
134,390,532.5
135,375,532.6
133,392,532.7
132,389,532.8
133,391,532.9
133,391,533
134,388,533.1
134,381,533.2
133,383,533.3
134,380,533.4
133,388,533.5
132,389,533.6
132,382,533.7
132,377,533.8
133,388,533.9
132,384,534
133,387,534.1
133,381,534.2
133,381,534.3
134,386,534.4
134,382,534.5
134,380,534.6
133,381,534.7
134,377,534.8
134,380,534.9
132,382,535
133,379,535.1
133,382,535.2
135,377,535.3
133,386,535.4
134,379,535.5
133,380,535.6
133,378,535.7
133,379,535.8
135,375,535.9
134,372,536
135,378,536.1
134,381,536.2
135,375,536.3
134,386,536.4
134,381,536.5
133,380,536.6
133,380,536.7
135,379,536.8
135,379,536.9
133,379,537
133,378,537.1
134,378,537.2
132,379,537.3
133,379,537.4
133,378,537.5
133,378,537.6
133,378,537.7
134,379,537.8
135,378,537.9
134,382,538
134,382,538.1
133,379,538.2
132,375,538.3
133,380,538.4
133,380,538.5
135,386,538.6
135,380,538.7
135,378,538.8
133,384,538.9
133,375,539
132,384,539.1
133,384,539.2
133,378,539.3
134,377,539.4
133,378,539.5
133,379,539.6
133,376,539.7
132,379,539.8
135,377,539.9
133,375,540
134,375,540.1
133,375,540.2
134,383,540.3
134,380,540.4
134,379,540.5
134,378,540.6
133,377,540.7
133,377,540.8
134,376,540.9
132,377,541
133,383,541.1
133,377,541.2
134,376,541.3
134,376,541.4
133,376,541.5
133,377,541.6
133,375,541.7
134,375,541.8
134,377,541.9
134,375,542
135,373,542.1
133,377,542.2
135,375,542.3
133,374,542.4
133,381,542.5
133,374,542.6
133,381,542.7
132,377,542.8
134,376,542.9
133,373,543
133,384,543.1
134,382,543.2
133,377,543.3
133,378,543.4
133,373,543.5
132,374,543.6
134,375,543.7
132,380,543.8
133,380,543.9
134,372,544
133,375,544.1
135,372,544.2
134,374,544.3
133,376,544.4
133,374,544.5
133,374,544.6
133,371,544.7
133,376,544.8
134,370,544.9
134,382,545
135,376,545.1
134,374,545.2
134,370,545.3
133,372,545.4
133,380,545.5
135,376,545.6
134,373,545.7
133,372,545.8
133,370,545.9
132,368,546
132,373,546.1
133,372,546.2
135,371,546.3
132,370,546.4
132,370,546.5
133,369,546.6
134,379,546.7
133,374,546.8
133,372,546.9
133,371,547
134,369,547.1
133,373,547.2
134,374,547.3
133,373,547.4
133,373,547.5
133,372,547.6
135,378,547.7
133,373,547.8
133,374,547.9
133,375,548
133,377,548.1
132,374,548.2
133,371,548.3
133,371,548.4
133,374,548.5
132,378,548.6
133,372,548.7
132,367,548.8
134,380,548.9
132,367,549
133,377,549.1
133,372,549.2
133,371,549.3
132,369,549.4
132,368,549.5
134,368,549.6
134,370,549.7
134,376,549.8
134,377,549.9
132,370,550
135,378,550.1
132,368,550.2
134,372,550.3
132,372,550.4
132,369,550.5
133,368,550.6
133,371,550.7
131,370,550.8
130,370,550.9
133,376,551
133,370,551.1
132,369,551.2
132,366,551.3
131,368,551.4
132,369,551.5
133,370,551.6
133,369,551.7
133,366,551.8
132,366,551.9
132,367,552
132,367,552.1
132,364,552.2
131,366,552.3
132,365,552.4
133,374,552.5
134,370,552.6
133,374,552.7
132,374,552.8
131,369,552.9
133,366,553
132,368,553.1
131,370,553.2
135,368,553.3
131,364,553.4
132,368,553.5
134,366,553.6
135,363,553.7
134,365,553.8
134,366,553.9
134,373,554
135,366,554.1
134,368,554.2
133,373,554.3
135,370,554.4
132,373,554.5
132,364,554.6
133,368,554.7
134,367,554.8
132,369,554.9
133,374,555
133,365,555.1
133,369,555.2
134,365,555.3
134,366,555.4
133,368,555.5
133,369,555.6
135,373,555.7
135,367,555.8
132,367,555.9
132,365,556
133,368,556.1
133,368,556.2
133,369,556.3
132,374,556.4
133,368,556.5
133,363,556.6
133,373,556.7
133,368,556.8
134,367,556.9
134,363,557
134,364,557.1
134,362,557.2
133,366,557.3
132,366,557.4
134,368,557.5
134,366,557.6
134,363,557.7
134,363,557.8
133,374,557.9
133,362,558
132,373,558.1
133,372,558.2
133,371,558.3
133,371,558.4
134,368,558.5
133,368,558.6
133,367,558.7
133,366,558.8
134,364,558.9
133,363,559
133,362,559.1
133,361,559.2
132,360,559.3
133,358,559.4
133,370,559.5
133,370,559.6
134,366,559.7
133,369,559.8
133,364,559.9
133,365,560
131,360,560.1
131,370,560.2
135,363,560.3
134,363,560.4
135,372,560.5
134,362,560.6
131,368,560.7
135,360,560.8
131,360,560.9
131,372,561
132,359,561.1
132,364,561.2
133,362,561.3
134,360,561.4
133,355,561.5
134,355,561.6
134,352,561.7
133,353,561.8
134,354,561.9
134,356,562
133,357,562.1
133,356,562.2
133,357,562.3
132,357,562.4
133,361,562.5
134,363,562.6
135,363,562.7
133,362,562.8
133,361,562.9
134,368,563
133,362,563.1
132,366,563.2
133,370,563.3
131,367,563.4
131,365,563.5
133,361,563.6
132,367,563.7
132,363,563.8
132,360,563.9
131,363,564
131,361,564.1
132,357,564.2
132,361,564.3
132,368,564.4
132,361,564.5
131,361,564.6
134,370,564.7
132,359,564.8
133,367,564.9
135,359,565
132,358,565.1
133,359,565.2
135,367,565.3
132,359,565.4
132,369,565.5
132,362,565.6
132,360,565.7
131,358,565.8
132,368,565.9
131,368,566
131,360,566.1
130,367,566.2
135,358,566.3
133,357,566.4
131,357,566.5
132,356,566.6
131,355,566.7
131,353,566.8
132,360,566.9
132,360,567
132,357,567.1
132,359,567.2
132,361,567.3
132,356,567.4
131,359,567.5
132,356,567.6
132,360,567.7
132,359,567.8
131,358,567.9
131,353,568
132,359,568.1
131,365,568.2
131,359,568.3
131,365,568.4
132,365,568.5
131,365,568.6
132,365,568.7
132,366,568.8
131,365,568.9
132,358,569
132,354,569.1
132,364,569.2
131,362,569.3
132,356,569.4
132,360,569.5
132,360,569.6
132,361,569.7
132,359,569.8
132,358,569.9
132,356,570
132,358,570.1
132,357,570.2
132,361,570.3
132,364,570.4
132,356,570.5
131,358,570.6
132,359,570.7
132,358,570.8
132,358,570.9
132,367,571
132,353,571.1
132,353,571.2
131,352,571.3
132,364,571.4
131,358,571.5
132,361,571.6
132,365,571.7
132,353,571.8
131,361,571.9
132,362,572
132,357,572.1
132,356,572.2
132,357,572.3
132,357,572.4
131,355,572.5
131,358,572.6
132,357,572.7
132,355,572.8
131,356,572.9
131,356,573
131,356,573.1
132,357,573.2
131,357,573.3
131,354,573.4
133,355,573.5
132,352,573.6
131,357,573.7
133,361,573.8
132,357,573.9
133,361,574
132,354,574.1
132,358,574.2
132,357,574.3
132,355,574.4
135,353,574.5
132,356,574.6
132,357,574.7
131,353,574.8
132,361,574.9
132,362,575
131,360,575.1
131,354,575.2
131,355,575.3
132,353,575.4
130,353,575.5
132,351,575.6
131,353,575.7
131,353,575.8
131,353,575.9
131,353,576
131,352,576.1
133,352,576.2
134,352,576.3
135,352,576.4
133,352,576.5
132,352,576.6
132,352,576.7
132,352,576.8
132,352,576.9
132,352,577
133,352,577.1
133,352,577.2
132,351,577.3
132,359,577.4
132,356,577.5
133,355,577.6
132,355,577.7
131,354,577.8
132,360,577.9
132,357,578
132,351,578.1
132,356,578.2
131,359,578.3
131,354,578.4
131,361,578.5
135,352,578.6
134,350,578.7
132,353,578.8
131,361,578.9
132,351,579
131,359,579.1
132,355,579.2
135,352,579.3
134,352,579.4
131,351,579.5
131,353,579.6
134,350,579.7
131,359,579.8
131,355,579.9
132,361,580
132,352,580.1
131,351,580.2
131,355,580.3
131,353,580.4
131,353,580.5
131,352,580.6
131,352,580.7
131,351,580.8
134,350,580.9
132,349,581
132,348,581.1
132,349,581.2
132,349,581.3
134,349,581.4
134,350,581.5
131,350,581.6
132,350,581.7
132,349,581.8
134,349,581.9
131,349,582
131,351,582.1
134,352,582.2
131,350,582.3
131,357,582.4
132,352,582.5
132,346,582.6
132,357,582.7
130,349,582.8
131,348,582.9
133,345,583
132,345,583.1
131,351,583.2
134,348,583.3
131,343,583.4
132,351,583.5
131,350,583.6
131,351,583.7
131,351,583.8
133,341,583.9
131,356,584
130,355,584.1
131,355,584.2
133,351,584.3
133,350,584.4
131,350,584.5
131,350,584.6
132,348,584.7
134,347,584.8
131,346,584.9
131,344,585
131,352,585.1
131,358,585.2
131,351,585.3
134,348,585.4
131,345,585.5
132,354,585.6
132,354,585.7
132,347,585.8
131,351,585.9
132,351,586
132,350,586.1
132,349,586.2
131,347,586.3
131,348,586.4
131,345,586.5
131,357,586.6
132,354,586.7
131,349,586.8
132,348,586.9
132,348,587
131,348,587.1
132,354,587.2
132,348,587.3
132,348,587.4
132,347,587.5
132,347,587.6
133,346,587.7
132,350,587.8
133,355,587.9
133,345,588
133,345,588.1
133,354,588.2
133,347,588.3
133,345,588.4
134,346,588.5
133,343,588.6
132,347,588.7
133,346,588.8
133,354,588.9
133,346,589
133,352,589.1
133,345,589.2
133,353,589.3
132,345,589.4
133,341,589.5
133,347,589.6
133,353,589.7
133,353,589.8
133,353,589.9
133,349,590
133,349,590.1
133,348,590.2
133,348,590.3
133,347,590.4
133,346,590.5
133,353,590.6
133,352,590.7
133,344,590.8
134,344,590.9
133,344,591
133,353,591.1
133,345,591.2
134,344,591.3
133,345,591.4
133,343,591.5
133,342,591.6
133,343,591.7
133,344,591.8
133,342,591.9
134,342,592
133,339,592.1
133,340,592.2
133,340,592.3
133,340,592.4
133,353,592.5
133,345,592.6
133,342,592.7
133,339,592.8
133,341,592.9
133,344,593
133,344,593.1
133,344,593.2
133,344,593.3
133,344,593.4
133,344,593.5
133,344,593.6
133,344,593.7
133,344,593.8
134,344,593.9
133,344,594
133,344,594.1
133,344,594.2
134,344,594.3
133,344,594.4
133,344,594.5
134,344,594.6
134,344,594.7
133,344,594.8
133,344,594.9
133,344,595
133,344,595.1
133,344,595.2
133,344,595.3
133,344,595.4
133,344,595.5
133,343,595.6
133,344,595.7
133,343,595.8
133,343,595.9
133,344,596
134,343,596.1
133,343,596.2
133,344,596.3
