MQ-2 Normal Atmosphere,MQ-2 Contaminated Atmosphere,MQ-5Normal Atmosphere,MQ-5 Contaminated Atmosphere (Natural gas),MQ-6 Normal Atmosphere ,MQ-6 Contaminated LPG gas detected ,MQ-8 Normal Atmosphere,MQ-8 Contaminated Atmosphere,MQ-9 Normal Atmosphere,MQ-9 Contaminated Flammable gas detected ,MQ-135 Normal Atmosphere,MQ-135 Contaminated Atmosphere,Time (sec)
86,213,122,1006,457,682,126,239,92,1015,353,318,1215.7
85,213,122,1005,457,682,126,239,93,1016,353,317,1215.8
86,212,123,1006,457,682,126,238,92,1016,354,317,1215.9
85,213,122,1005,458,681,126,238,92,1016,353,316,1216
86,213,122,1006,458,682,126,239,92,1016,352,317,1216.1
86,213,122,1006,458,682,127,238,92,1016,352,316,1216.2
86,213,122,1006,458,682,127,238,92,1016,352,315,1216.3
85,212,122,1005,458,682,127,238,92,1016,352,315,1216.4
86,213,122,1006,457,682,127,239,92,1016,352,315,1216.5
85,213,122,1006,457,682,127,239,92,1016,351,315,1216.6
85,212,122,1006,457,682,127,239,92,1015,351,315,1216.7
86,212,122,1005,458,681,127,239,92,1016,350,315,1216.8
85,213,122,1006,458,681,127,239,92,1015,350,315,1216.9
86,213,122,1006,458,681,127,238,92,1016,350,314,1217
86,213,122,1005,458,681,127,238,92,1016,349,314,1217.1
86,213,122,1005,457,682,127,239,92,1016,350,314,1217.2
85,213,122,1006,457,682,127,239,92,1016,349,313,1217.3
85,212,122,1006,458,682,127,238,92,1016,349,313,1217.4
85,213,122,1006,457,681,127,239,92,1016,349,313,1217.5
85,213,122,1005,458,682,127,239,92,1015,348,313,1217.6
85,212,122,1005,457,681,126,238,92,1016,348,312,1217.7
85,213,122,1005,458,682,126,239,92,1016,348,312,1217.8
86,213,122,1005,458,681,127,239,92,1016,348,312,1217.9
85,213,122,1005,458,682,127,239,92,1015,347,312,1218
85,213,122,1006,458,682,128,238,92,1016,347,311,1218.1
85,213,123,1006,457,682,127,238,92,1016,346,311,1218.2
85,213,122,1006,458,681,127,238,92,1016,347,311,1218.3
86,213,122,1006,458,681,126,238,92,1016,346,310,1218.4
86,213,122,1006,458,682,125,238,92,1015,346,311,1218.5
86,213,122,1005,458,682,126,238,92,1016,345,309,1218.6
85,213,123,1005,458,681,126,239,92,1015,345,312,1218.7
85,213,122,1006,458,681,129,239,92,1016,345,308,1218.8
85,212,122,1006,457,681,127,239,92,1016,345,311,1218.9
85,213,122,1006,457,681,127,239,92,1016,344,308,1219
85,213,122,1006,458,681,126,239,92,1016,345,311,1219.1
85,213,122,1006,458,681,127,238,92,1015,344,307,1219.2
86,213,122,1005,458,682,127,238,92,1016,343,309,1219.3
85,213,122,1006,458,681,127,239,92,1016,344,308,1219.4
85,213,122,1006,457,681,126,238,92,1016,343,309,1219.5
85,213,122,1004,457,682,126,238,92,1016,342,307,1219.6
86,213,122,1006,458,681,126,239,92,1015,342,308,1219.7
85,212,122,1005,458,682,125,239,92,1016,342,308,1219.8
85,213,122,1005,457,681,129,239,92,1015,342,307,1219.9
85,213,121,1005,458,682,130,238,92,1016,341,306,1220
86,212,122,1006,458,682,126,238,92,1015,341,306,1220.1
86,213,123,1005,457,682,125,239,92,1016,341,306,1220.2
86,213,122,1005,457,682,125,238,92,1016,341,306,1220.3
86,213,122,1006,458,682,125,238,92,1016,340,306,1220.4
86,213,122,1005,458,682,126,239,92,1016,340,305,1220.5
85,213,122,1006,457,681,126,238,93,1016,340,305,1220.6
85,212,122,1006,458,681,126,238,92,1016,340,305,1220.7
85,213,123,1006,458,682,125,239,92,1015,339,305,1220.8
86,212,122,1005,458,682,126,238,92,1016,339,306,1220.9
85,213,122,1006,457,682,125,238,92,1015,339,305,1221
85,212,122,1006,457,681,125,238,93,1015,339,305,1221.1
85,213,122,1005,458,682,125,238,92,1015,338,305,1221.2
85,213,122,1006,458,682,126,238,92,1015,338,305,1221.3
86,213,122,1006,457,682,127,238,92,1016,338,305,1221.4
85,212,122,1006,457,682,127,239,92,1015,337,305,1221.5
85,212,122,1006,458,682,125,238,92,1016,337,306,1221.6
86,213,122,1006,458,681,125,238,92,1016,337,305,1221.7
85,213,122,1006,457,682,125,239,92,1016,337,306,1221.8
85,213,122,1006,458,682,127,238,92,1016,336,306,1221.9
85,212,122,1006,458,682,127,239,92,1016,336,306,1222
85,213,122,1006,458,681,128,238,92,1016,336,306,1222.1
85,213,122,1005,458,682,128,239,92,1016,336,306,1222.2
85,212,122,1006,458,682,126,239,92,1015,336,307,1222.3
85,213,122,1006,457,682,128,238,93,1016,335,307,1222.4
85,212,122,1006,458,681,126,238,92,1016,335,308,1222.5
86,212,122,1006,458,681,128,239,92,1016,336,308,1222.6
85,213,122,1006,458,681,128,238,92,1015,334,309,1222.7
86,212,122,1006,458,682,128,238,92,1016,334,309,1222.8
85,213,122,1006,458,682,128,239,92,1016,334,309,1222.9
85,212,122,1006,458,682,127,239,92,1015,334,310,1223
85,212,122,1006,457,682,127,238,92,1016,334,311,1223.1
85,213,123,1005,457,682,128,238,92,1015,333,311,1223.2
85,212,122,1006,458,682,126,238,92,1016,334,312,1223.3
86,212,122,1006,457,682,127,238,92,1015,333,312,1223.4
85,213,122,1006,458,682,128,238,92,1016,333,313,1223.5
86,213,122,1006,457,682,126,238,92,1016,332,313,1223.6
85,213,122,1006,457,681,126,238,92,1016,332,314,1223.7
85,212,122,1006,458,682,126,238,92,1015,332,315,1223.8
86,212,122,1006,457,682,126,238,92,1015,331,315,1223.9
85,213,122,1007,458,681,126,238,92,1016,331,316,1224
85,213,122,1005,457,682,128,238,92,1016,331,317,1224.1
85,213,122,1006,457,681,127,238,92,1015,331,317,1224.2
85,212,122,1006,458,682,126,239,92,1016,330,318,1224.3
85,212,122,1006,457,682,128,239,92,1016,330,319,1224.4
86,213,122,1006,457,682,127,238,93,1016,330,320,1224.5
86,213,122,1006,457,682,128,238,93,1015,330,320,1224.6
86,213,122,1006,457,682,128,238,92,1016,329,321,1224.7
86,212,122,1005,457,682,126,238,92,1015,329,322,1224.8
85,213,122,1006,458,681,127,238,92,1016,329,322,1224.9
85,213,122,1006,458,681,126,238,92,1016,329,323,1225
85,213,122,1006,458,682,125,238,92,1016,328,324,1225.1
85,212,122,1005,457,682,128,239,92,1016,329,325,1225.2
85,213,122,1006,458,682,126,238,92,1015,328,326,1225.3
85,212,122,1006,458,682,127,238,92,1016,328,326,1225.4
86,213,122,1006,458,682,128,238,92,1016,328,328,1225.5
86,212,122,1007,458,682,127,238,92,1016,328,328,1225.6
86,213,122,1006,457,682,126,239,92,1016,327,329,1225.7
85,213,122,1006,457,682,126,239,92,1016,327,330,1225.8
85,212,123,1007,458,682,127,238,92,1016,326,331,1225.9
85,213,122,1006,457,682,125,238,92,1016,326,331,1226
85,212,122,1006,457,681,126,239,92,1016,327,332,1226.1
85,213,122,1006,458,683,127,238,92,1016,326,333,1226.2
85,213,122,1006,458,682,127,238,92,1016,326,334,1226.3
85,212,122,1005,458,682,127,239,93,1016,325,335,1226.4
85,212,122,1006,458,682,127,238,92,1015,326,335,1226.5
86,212,122,1006,458,682,127,238,92,1015,325,336,1226.6
85,212,122,1006,458,682,126,238,93,1016,325,337,1226.7
85,213,122,1006,458,682,126,238,92,1016,325,338,1226.8
85,212,122,1007,457,681,126,238,92,1016,325,338,1226.9
86,212,122,1006,457,682,126,238,92,1016,324,339,1227
85,212,122,1006,457,682,127,238,92,1016,324,340,1227.1
85,212,122,1005,458,682,128,238,92,1015,324,341,1227.2
85,212,122,1005,458,682,129,239,92,1015,323,342,1227.3
85,213,122,1007,457,682,129,238,92,1016,323,342,1227.4
85,212,122,1006,458,681,129,238,92,1015,323,343,1227.5
86,213,122,1006,457,681,127,238,92,1016,323,344,1227.6
85,212,122,1006,458,682,126,238,93,1016,322,345,1227.7
86,213,122,1006,458,682,126,238,91,1015,322,346,1227.8
85,213,122,1006,457,682,126,238,92,1016,322,346,1227.9
85,212,123,1006,457,682,128,238,93,1016,322,347,1228
85,213,122,1007,458,682,126,238,92,1016,322,348,1228.1
85,213,121,1006,457,682,125,238,92,1016,322,348,1228.2
85,213,122,1006,458,681,128,239,92,1016,321,349,1228.3
85,212,122,1007,457,682,126,238,92,1016,321,350,1228.4
86,212,122,1006,457,682,126,238,92,1015,320,351,1228.5
85,213,121,1006,457,682,127,239,92,1016,320,351,1228.6
85,212,122,1006,458,682,126,239,92,1015,320,352,1228.7
85,212,122,1006,457,682,128,238,92,1016,320,353,1228.8
85,213,123,1006,458,682,127,238,92,1016,320,353,1228.9
86,212,122,1006,457,682,126,239,92,1016,320,354,1229
85,212,122,1006,458,682,126,239,92,1015,319,355,1229.1
85,212,123,1006,458,682,126,239,92,1015,319,356,1229.2
85,212,122,1006,458,682,128,238,92,1016,319,356,1229.3
86,212,121,1005,457,682,126,239,92,1015,318,358,1229.4
85,212,122,1006,458,682,127,238,92,1015,318,358,1229.5
85,213,122,1006,457,682,126,238,92,1016,318,358,1229.6
85,213,122,1005,457,682,125,239,92,1015,318,359,1229.7
85,212,121,1005,458,681,124,238,92,1015,318,360,1229.8
85,213,122,1006,457,682,126,238,92,1015,317,361,1229.9
85,212,122,1005,457,682,126,238,92,1015,317,361,1230
86,212,122,1006,457,682,126,238,92,1015,317,362,1230.1
85,212,122,1005,458,682,126,238,92,1015,317,362,1230.2
85,212,122,1007,457,682,126,238,92,1016,316,363,1230.3
85,212,122,1006,457,681,127,238,92,1016,317,364,1230.4
85,213,122,1007,457,682,126,238,92,1016,316,365,1230.5
85,212,122,1007,458,682,127,238,93,1016,316,365,1230.6
85,213,122,1006,457,682,127,238,92,1016,316,366,1230.7
85,212,122,1006,458,682,126,238,92,1016,315,366,1230.8
85,213,122,1006,458,681,126,238,92,1015,315,368,1230.9
85,213,122,1006,458,682,126,238,92,1016,315,368,1231
85,213,122,1006,457,682,126,238,91,1016,314,368,1231.1
85,213,122,1006,457,682,127,238,92,1016,315,369,1231.2
85,212,121,1006,457,682,127,238,92,1015,314,370,1231.3
85,212,122,1006,457,682,127,238,92,1016,314,370,1231.4
85,213,122,1006,458,682,126,238,92,1015,314,370,1231.5
85,212,122,1006,458,682,126,237,92,1016,314,372,1231.6
86,213,123,1006,457,682,127,238,92,1015,313,372,1231.7
85,212,122,1006,457,682,126,238,92,1016,313,372,1231.8
85,212,122,1006,458,682,126,238,92,1016,314,373,1231.9
85,212,122,1006,458,682,126,237,93,1016,312,374,1232
85,213,122,1005,458,682,126,237,92,1016,312,374,1232.1
85,213,123,1006,458,682,126,238,92,1015,312,375,1232.2
85,212,121,1006,457,682,126,237,93,1016,312,376,1232.3
85,212,122,1006,457,682,127,238,92,1015,312,376,1232.4
85,213,122,1006,457,682,126,238,92,1015,311,376,1232.5
85,213,122,1005,458,683,126,238,92,1016,311,377,1232.6
85,213,122,1006,457,682,126,238,92,1015,311,377,1232.7
86,213,122,1006,457,682,126,238,92,1016,311,378,1232.8
85,213,122,1006,458,682,126,238,92,1015,310,379,1232.9
85,212,122,1006,457,682,126,238,92,1016,310,379,1233
85,212,122,1006,457,682,126,238,93,1015,310,380,1233.1
85,213,122,1006,458,682,126,238,92,1015,310,380,1233.2
85,213,122,1006,457,682,126,238,92,1015,310,381,1233.3
85,213,122,1006,458,682,126,238,93,1016,310,381,1233.4
86,213,122,1006,458,682,126,238,92,1015,309,382,1233.5
85,213,122,1006,458,682,126,238,92,1016,309,382,1233.6
85,213,122,1006,458,682,126,238,92,1016,309,383,1233.7
86,212,122,1006,457,682,126,238,92,1016,309,383,1233.8
85,213,122,1005,458,682,126,238,92,1016,308,383,1233.9
85,213,122,1006,457,682,126,238,92,1016,309,384,1234
85,212,122,1007,457,683,126,238,92,1016,308,385,1234.1
85,212,122,1006,457,682,126,238,92,1016,308,385,1234.2
86,213,122,1006,458,682,126,238,92,1015,307,385,1234.3
85,212,122,1005,457,682,126,238,92,1015,308,386,1234.4
85,212,122,1005,457,682,126,238,92,1016,307,386,1234.5
85,212,122,1006,458,682,127,238,92,1015,307,387,1234.6
85,212,122,1006,457,682,127,238,92,1015,307,387,1234.7
85,212,122,1005,458,682,126,238,92,1016,307,387,1234.8
86,213,122,1006,458,682,127,238,92,1016,306,389,1234.9
85,212,122,1006,457,682,127,238,92,1015,307,388,1235
85,213,122,1007,458,682,128,238,93,1015,306,389,1235.1
85,212,122,1005,458,682,127,238,92,1016,306,389,1235.2
85,213,122,1006,458,683,126,238,93,1015,306,390,1235.3
86,213,121,1006,458,682,127,238,91,1016,306,389,1235.4
85,212,122,1006,457,682,126,237,92,1015,306,390,1235.5
85,213,122,1007,458,683,125,238,92,1015,305,391,1235.6
85,212,122,1006,457,682,126,238,92,1015,305,391,1235.7
85,213,121,1006,457,682,126,238,92,1015,305,391,1235.8
85,213,122,1006,458,682,126,238,91,1016,304,392,1235.9
86,212,122,1006,457,682,128,238,92,1015,304,392,1236
85,212,122,1006,457,682,128,238,92,1016,304,392,1236.1
85,213,121,1007,457,682,125,238,92,1016,304,393,1236.2
85,212,122,1006,457,682,125,238,92,1015,304,393,1236.3
85,213,122,1006,458,682,126,238,92,1016,303,394,1236.4
85,212,122,1006,458,682,125,238,92,1015,303,394,1236.5
86,212,122,1006,457,682,127,238,93,1016,304,394,1236.6
85,212,122,1006,457,682,128,238,92,1016,304,395,1236.7
86,212,122,1006,457,682,125,238,92,1015,303,394,1236.8
85,213,122,1006,457,681,127,238,92,1016,303,395,1236.9
85,212,122,1006,458,682,124,238,92,1016,302,396,1237
85,213,122,1006,458,682,125,238,92,1015,303,396,1237.1
86,213,122,1006,458,682,125,238,92,1017,302,396,1237.2
85,213,122,1006,457,682,125,238,92,1016,302,396,1237.3
86,212,121,1006,458,682,125,238,92,1016,302,397,1237.4
85,212,122,1006,458,682,126,238,92,1015,302,397,1237.5
86,212,122,1007,457,682,127,238,92,1015,301,397,1237.6
85,213,122,1006,458,682,126,238,92,1016,301,397,1237.7
85,212,122,1007,457,682,127,238,92,1015,301,398,1237.8
85,213,122,1007,457,682,126,239,92,1016,301,398,1237.9
85,213,122,1006,458,682,126,238,92,1016,301,398,1238
85,212,122,1007,457,682,126,238,93,1015,301,398,1238.1
85,213,122,1006,457,682,127,238,92,1015,300,399,1238.2
85,212,121,1006,457,681,126,238,92,1016,300,399,1238.3
85,212,122,1006,458,682,126,238,92,1015,300,399,1238.4
85,213,122,1006,457,682,126,238,92,1016,299,401,1238.5
85,213,123,1006,458,682,127,238,92,1015,300,400,1238.6
85,212,122,1006,457,681,126,238,93,1015,299,400,1238.7
85,213,122,1006,457,682,126,238,92,1015,299,400,1238.8
85,213,122,1006,458,682,126,238,92,1015,299,401,1238.9
86,213,122,1006,457,681,126,238,92,1015,299,401,1239
85,213,122,1005,458,682,126,238,92,1016,299,401,1239.1
85,212,122,1005,457,682,126,238,92,1015,298,402,1239.2
85,213,122,1006,457,682,126,238,92,1015,298,402,1239.3
85,213,122,1006,457,682,126,238,92,1015,298,402,1239.4
85,213,122,1006,457,681,126,238,92,1016,298,402,1239.5
86,212,122,1006,458,682,127,239,92,1015,298,403,1239.6
85,212,122,1006,457,681,127,238,92,1015,298,404,1239.7
85,212,121,1006,457,681,127,238,93,1015,297,403,1239.8
85,212,121,1006,458,681,127,238,91,1016,297,403,1239.9
85,212,122,1006,458,681,127,238,92,1015,297,403,1240
86,212,122,1005,458,681,127,239,92,1014,296,404,1240.1
85,212,122,1006,457,681,126,238,92,1015,296,404,1240.2
85,213,122,1006,457,681,127,239,92,1015,296,404,1240.3
85,213,123,1006,457,681,127,238,92,1015,296,405,1240.4
85,212,122,1006,458,681,127,238,92,1015,296,405,1240.5
86,213,122,1006,458,681,126,238,92,1015,296,405,1240.6
85,212,122,1006,457,681,126,238,92,1015,296,405,1240.7
85,213,122,1006,458,681,127,238,92,1015,295,406,1240.8
85,212,122,1006,458,681,126,238,93,1015,295,406,1240.9
85,212,122,1006,458,680,128,239,92,1015,295,406,1241
86,213,122,1007,457,681,128,238,92,1015,295,406,1241.1
85,212,122,1005,458,681,129,239,93,1015,295,406,1241.2
85,212,122,1006,457,681,126,238,92,1014,295,407,1241.3
86,213,121,1005,457,681,127,239,92,1016,294,407,1241.4
85,212,122,1006,458,681,127,238,92,1015,294,407,1241.5
85,212,122,1005,457,681,128,238,92,1015,294,407,1241.6
85,212,122,1006,457,681,126,238,92,1015,294,407,1241.7
85,212,122,1006,457,681,127,238,92,1015,294,407,1241.8
85,212,122,1006,458,681,127,238,92,1015,294,407,1241.9
86,212,122,1006,457,681,127,238,93,1015,294,406,1242
86,212,121,1007,458,681,126,238,92,1016,293,407,1242.1
85,212,122,1006,457,681,127,238,92,1016,293,407,1242.2
85,212,122,1006,458,681,126,238,92,1015,293,407,1242.3
86,212,122,1006,457,681,126,239,92,1016,293,406,1242.4
85,212,122,1006,458,681,126,238,93,1016,293,407,1242.5
85,212,122,1006,458,681,126,238,92,1016,292,406,1242.6
85,212,122,1006,457,681,129,238,92,1015,292,406,1242.7
85,212,122,1006,457,681,126,238,92,1015,293,406,1242.8
85,213,122,1006,457,682,126,238,93,1015,292,406,1242.9
85,212,122,1006,457,681,127,238,92,1016,292,405,1243
85,212,123,1006,458,682,126,238,92,1015,291,405,1243.1
86,212,121,1006,458,681,126,238,91,1015,292,405,1243.2
86,212,122,1006,457,681,127,238,92,1015,291,404,1243.3
85,212,121,1006,458,681,127,239,92,1015,291,404,1243.4
85,213,123,1006,457,682,126,238,92,1015,290,404,1243.5
85,212,122,1006,457,681,127,239,92,1014,290,404,1243.6
86,212,121,1006,458,682,127,238,92,1015,290,403,1243.7
85,212,122,1006,457,682,127,238,92,1015,290,402,1243.8
85,212,122,1006,457,681,127,238,92,1016,290,402,1243.9
85,212,122,1006,458,681,126,238,92,1015,290,401,1244
85,213,122,1005,457,681,126,239,92,1015,290,401,1244.1
85,212,122,1006,458,682,127,238,92,1015,289,401,1244.2
85,212,122,1006,458,682,126,238,92,1014,289,400,1244.3
85,212,121,1007,457,682,127,238,92,1014,290,400,1244.4
85,212,122,1006,457,682,126,238,92,1014,289,399,1244.5
85,212,122,1007,457,681,127,238,92,1015,289,399,1244.6
85,212,121,1006,457,682,126,238,92,1015,289,398,1244.7
85,213,121,1006,457,681,127,238,92,1015,289,398,1244.8
85,213,122,1006,457,682,126,239,92,1016,288,397,1244.9
85,212,122,1006,458,682,126,238,92,1015,288,397,1245
86,212,122,1006,458,681,126,239,92,1015,288,396,1245.1
86,212,122,1006,457,682,126,238,92,1015,288,396,1245.2
85,213,122,1006,457,682,127,238,92,1015,288,395,1245.3
85,212,122,1007,457,682,126,238,92,1016,287,395,1245.4
85,213,122,1006,457,681,126,238,92,1016,287,394,1245.5
85,212,122,1006,457,682,127,238,93,1015,287,394,1245.6
85,212,122,1006,457,681,126,238,92,1015,287,393,1245.7
85,212,122,1006,457,682,126,239,92,1015,287,393,1245.8
85,212,121,1006,457,681,125,238,92,1015,287,392,1245.9
85,213,122,1006,457,682,125,238,92,1015,287,392,1246
85,212,122,1006,458,682,125,239,92,1015,286,391,1246.1
85,212,122,1006,457,681,125,238,92,1015,286,391,1246.2
85,212,122,1006,457,682,129,238,92,1015,287,390,1246.3
85,212,122,1005,457,682,126,238,92,1015,286,390,1246.4
86,212,122,1006,458,681,126,238,92,1015,286,389,1246.5
86,212,122,1006,457,681,126,239,92,1015,286,389,1246.6
85,213,122,1006,457,681,126,238,92,1016,285,388,1246.7
85,212,122,1006,457,681,126,239,91,1015,285,388,1246.8
85,212,122,1006,457,681,126,239,92,1015,285,387,1246.9
85,212,121,1006,457,681,125,239,92,1014,285,387,1247
85,212,122,1006,457,681,125,239,92,1015,285,386,1247.1
85,213,122,1006,457,681,126,239,93,1015,284,386,1247.2
85,213,121,1006,457,681,126,238,92,1015,284,386,1247.3
85,213,121,1006,457,681,126,238,92,1015,284,385,1247.4
86,212,123,1006,457,681,126,239,92,1015,284,385,1247.5
85,213,122,1006,457,681,126,238,93,1015,284,385,1247.6
85,213,121,1006,457,681,127,238,91,1015,284,385,1247.7
85,212,122,1005,458,681,126,238,92,1015,284,384,1247.8
85,212,122,1006,457,681,126,238,92,1016,283,384,1247.9
85,212,121,1006,457,681,126,239,92,1016,283,383,1248
85,212,121,1006,458,682,126,239,93,1016,283,383,1248.1
86,212,122,1006,457,681,126,238,93,1015,283,383,1248.2
85,213,122,1006,457,682,126,238,92,1015,283,383,1248.3
85,212,122,1006,457,681,127,238,92,1016,283,383,1248.4
85,212,122,1005,458,681,127,239,92,1015,283,382,1248.5
85,212,122,1005,457,681,127,238,92,1015,282,382,1248.6
86,212,122,1006,457,681,127,238,92,1015,282,381,1248.7
85,212,121,1006,457,681,127,238,92,1015,282,381,1248.8
86,212,122,1006,458,682,127,238,92,1015,282,382,1248.9
85,212,122,1006,457,681,127,239,92,1015,282,381,1249
85,212,122,1006,458,681,127,238,92,1015,281,381,1249.1
85,213,122,1006,458,681,127,238,92,1016,281,380,1249.2
85,213,121,1006,457,681,127,238,92,1015,281,381,1249.3
85,212,122,1006,458,681,127,239,92,1015,281,380,1249.4
85,212,122,1006,457,682,127,239,92,1015,281,380,1249.5
85,212,121,1006,458,681,127,238,92,1015,281,379,1249.6
85,213,122,1006,458,681,127,238,92,1015,280,379,1249.7
85,212,122,1005,457,681,127,239,92,1015,280,379,1249.8
85,212,122,1006,457,681,127,239,92,1015,280,378,1249.9
85,212,121,1006,458,682,128,238,92,1014,280,379,1250
86,212,122,1006,458,681,127,238,92,1015,280,379,1250.1
85,212,122,1005,458,682,127,238,92,1014,280,378,1250.2
85,212,122,1005,457,681,127,238,92,1014,280,377,1250.3
86,212,121,1006,457,682,127,238,92,1015,279,377,1250.4
85,212,123,1006,457,681,127,237,92,1015,279,377,1250.5
85,213,122,1006,457,682,127,239,92,1015,279,376,1250.6
85,212,122,1006,458,681,127,238,92,1015,279,376,1250.7
86,213,122,1005,458,681,127,238,93,1016,279,376,1250.8
86,212,122,1006,457,681,127,238,92,1015,279,375,1250.9
85,212,122,1006,457,681,127,238,91,1015,279,375,1251
85,212,122,1006,458,681,127,238,92,1015,278,375,1251.1
85,212,122,1006,457,681,127,239,91,1015,278,375,1251.2
85,212,122,1006,457,681,127,239,92,1015,278,374,1251.3
85,212,122,1006,457,682,127,238,91,1016,278,374,1251.4
85,212,122,1006,457,682,127,238,92,1015,278,373,1251.5
85,212,121,1006,457,681,126,238,92,1015,278,373,1251.6
85,213,122,1006,457,681,127,238,92,1015,278,373,1251.7
85,212,121,1006,458,682,127,238,92,1015,278,372,1251.8
85,212,122,1005,457,681,127,239,92,1015,277,372,1251.9
85,212,122,1006,457,681,126,239,92,1015,277,371,1252
85,213,122,1006,458,682,127,238,92,1014,277,371,1252.1
86,212,122,1005,457,682,127,238,92,1015,277,370,1252.2
85,212,121,1005,457,682,127,238,92,1015,277,370,1252.3
85,212,122,1006,458,681,127,238,92,1015,276,370,1252.4
85,212,122,1006,457,681,127,238,92,1016,276,369,1252.5
85,212,122,1006,457,682,126,238,92,1015,276,369,1252.6
86,213,122,1005,457,681,126,239,92,1015,276,369,1252.7
86,212,122,1006,457,681,127,238,93,1015,276,368,1252.8
85,212,122,1006,457,681,126,238,92,1015,276,368,1252.9
86,212,121,1006,458,681,127,238,92,1015,276,368,1253
85,212,122,1006,458,682,127,239,92,1015,276,367,1253.1
85,212,121,1006,457,681,127,238,92,1015,275,366,1253.2
85,212,122,1006,457,681,126,238,92,1015,275,367,1253.3
85,213,121,1006,458,681,126,238,92,1015,275,366,1253.4
85,212,121,1006,457,682,127,238,92,1016,275,365,1253.5
85,212,122,1005,457,681,127,238,92,1015,275,365,1253.6
85,213,121,1006,458,681,127,238,92,1015,274,364,1253.7
85,212,121,1006,457,681,127,238,92,1015,275,364,1253.8
85,212,122,1006,457,682,127,238,92,1015,274,364,1253.9
85,212,122,1006,458,681,127,238,92,1016,274,363,1254
85,212,121,1006,457,681,127,239,92,1016,274,363,1254.1
85,212,121,1006,457,682,127,239,92,1016,274,362,1254.2
85,213,122,1006,457,682,127,239,92,1015,273,362,1254.3
85,212,122,1006,457,682,127,238,92,1016,273,361,1254.4
85,212,121,1006,458,682,126,238,91,1015,273,361,1254.5
86,212,121,1005,457,681,127,238,92,1015,273,361,1254.6
85,212,121,1005,457,681,127,239,92,1016,273,360,1254.7
86,212,122,1005,457,681,127,239,92,1015,273,360,1254.8
86,212,121,1006,457,681,127,238,92,1015,272,359,1254.9
85,213,122,1006,457,681,127,239,92,1015,272,359,1255
85,212,122,1006,458,681,126,239,93,1014,272,359,1255.1
85,212,121,1006,457,682,127,239,92,1015,272,358,1255.2
86,212,122,1006,457,681,128,238,92,1014,272,358,1255.3
85,212,121,1006,457,681,127,238,92,1015,272,358,1255.4
85,212,122,1006,457,681,127,240,92,1015,272,357,1255.5
86,212,122,1006,457,681,127,239,92,1015,271,358,1255.6
85,212,121,1006,457,682,126,239,91,1016,271,356,1255.7
85,212,122,1005,458,682,126,239,92,1015,271,356,1255.8
85,212,122,1006,457,682,126,239,92,1015,271,355,1255.9
86,212,122,1006,457,681,126,239,92,1015,271,356,1256
85,212,121,1006,458,682,126,239,92,1015,271,356,1256.1
85,212,122,1006,457,681,126,239,92,1015,271,355,1256.2
85,212,122,1006,457,682,127,239,91,1015,271,354,1256.3
86,212,121,1006,458,682,126,239,92,1015,270,354,1256.4
85,212,122,1006,458,681,126,239,92,1015,270,353,1256.5
85,212,122,1006,457,682,126,239,92,1016,270,353,1256.6
85,212,122,1007,458,681,126,239,92,1015,269,353,1256.7
85,212,122,1006,457,681,126,239,92,1016,270,352,1256.8
86,212,122,1006,457,681,126,239,92,1015,270,352,1256.9
86,212,122,1006,457,682,126,239,91,1015,269,352,1257
85,212,121,1005,457,682,126,239,92,1015,269,351,1257.1
86,212,122,1006,457,682,127,239,92,1015,269,351,1257.2
85,213,123,1006,458,681,126,239,92,1015,269,351,1257.3
86,212,122,1005,457,681,126,239,92,1015,269,350,1257.4
86,212,122,1006,458,681,127,238,92,1015,269,350,1257.5
85,213,122,1005,457,682,127,238,92,1015,268,349,1257.6
85,212,122,1005,458,681,126,238,92,1015,268,349,1257.7
85,212,121,1005,457,682,126,239,92,1016,268,349,1257.8
85,212,122,1005,457,681,127,238,92,1015,268,349,1257.9
85,212,122,1005,457,681,125,238,92,1015,268,349,1258
85,212,122,1006,457,682,126,238,92,1015,268,348,1258.1
86,212,121,1004,458,681,126,239,92,1015,268,347,1258.2
85,212,122,1006,457,681,126,239,92,1014,268,347,1258.3
85,212,122,1005,457,682,126,239,92,1015,267,347,1258.4
85,212,121,1006,458,682,126,238,92,1015,268,347,1258.5
85,212,121,1006,457,682,126,239,92,1016,267,346,1258.6
85,212,122,1006,457,682,126,239,92,1015,267,346,1258.7
85,212,122,1006,458,682,127,238,92,1014,267,346,1258.8
85,212,121,1005,457,682,126,238,92,1014,267,345,1258.9
85,212,122,1006,457,681,126,239,92,1015,266,345,1259
86,212,122,1005,458,681,126,239,91,1015,267,344,1259.1
85,212,122,1006,457,682,126,238,92,1015,266,344,1259.2
85,212,121,1006,457,682,127,239,92,1015,266,344,1259.3
85,212,122,1006,457,682,126,239,92,1015,266,344,1259.4
85,212,122,1006,458,682,126,239,92,1016,266,343,1259.5
85,213,121,1005,457,681,126,239,92,1015,266,343,1259.6
86,212,121,1005,457,682,126,239,92,1014,265,343,1259.7
86,211,122,1005,458,682,126,238,92,1016,266,342,1259.8
86,212,121,1005,458,682,126,238,92,1016,266,342,1259.9
85,212,122,1005,457,682,126,238,92,1015,265,341,1260
86,212,121,1006,457,681,127,238,92,1015,265,341,1260.1
85,212,122,1006,457,681,126,239,92,1014,265,341,1260.2
86,212,122,1005,457,682,125,239,92,1016,265,340,1260.3
