MQ-2 Normal Atmosphere,MQ-2 Contaminated Atmosphere,MQ-5Normal Atmosphere,MQ-5 Contaminated Atmosphere (Natural gas),MQ-6 Normal Atmosphere ,MQ-6 Contaminated LPG gas detected ,MQ-8 Normal Atmosphere,MQ-8 Contaminated Atmosphere,MQ-9 Normal Atmosphere,MQ-9 Contaminated Flammable gas detected ,MQ-135 Normal Atmosphere,MQ-135 Contaminated Atmosphere,Time (sec)
82,320,122,957,465,645,135,342,96,1014,145,1016,279.7
83,320,122,954,465,644,135,340,95,1014,145,1016,279.8
83,320,122,955,465,644,135,342,96,1014,145,1016,279.9
83,320,122,954,465,644,135,341,96,1014,144,1016,280
83,320,123,953,465,644,134,340,96,1015,145,1016,280.1
83,320,122,952,465,644,135,340,96,1014,144,1017,280.2
83,320,122,954,465,644,135,339,95,1014,144,1016,280.3
82,320,122,955,465,645,135,344,96,1014,144,1016,280.4
83,320,122,955,465,644,135,345,96,1014,145,1016,280.5
82,320,122,954,465,644,135,343,96,1014,145,1016,280.6
83,320,122,954,465,644,134,340,95,1014,144,1016,280.7
83,320,122,950,465,644,135,345,96,1014,144,1016,280.8
83,320,123,950,465,644,135,342,96,1015,144,1016,280.9
82,320,122,951,465,644,135,343,96,1014,144,1015,281
82,320,122,950,464,644,134,343,96,1014,145,1016,281.1
83,320,122,951,464,644,135,340,96,1015,145,1015,281.2
83,320,122,951,465,645,135,342,95,1014,144,1016,281.3
83,320,122,951,464,644,135,341,96,1014,145,1016,281.4
82,320,122,951,465,644,135,346,96,1014,144,1016,281.5
83,320,123,950,465,644,135,340,96,1014,144,1016,281.6
83,320,122,951,465,645,135,339,96,1013,144,1016,281.7
83,320,122,954,465,645,135,343,96,1015,144,1016,281.8
82,320,122,958,465,645,135,341,96,1015,144,1016,281.9
83,320,122,955,465,645,135,340,96,1015,144,1015,282
83,321,123,955,465,645,135,341,96,1015,144,1016,282.1
83,320,122,955,465,645,136,338,96,1014,145,1016,282.2
83,320,122,954,464,645,135,340,96,1014,144,1015,282.3
83,320,122,954,465,646,135,344,96,1014,145,1015,282.4
83,320,122,958,465,645,135,340,95,1014,145,1015,282.5
83,320,122,959,466,645,136,341,96,1014,145,1015,282.6
83,320,122,958,465,645,135,340,96,1014,144,1016,282.7
83,320,122,959,464,645,134,339,95,1014,145,1016,282.8
82,320,122,959,465,645,134,338,96,1014,144,1016,282.9
84,320,122,956,464,645,135,338,96,1014,145,1016,283
83,320,122,956,465,645,135,339,95,1014,145,1016,283.1
83,320,122,956,465,645,135,338,97,1014,144,1015,283.2
83,320,122,954,464,645,135,339,96,1015,144,1016,283.3
82,320,123,956,465,645,135,339,96,1013,144,1015,283.4
83,320,123,958,465,646,135,339,95,1014,145,1015,283.5
83,320,123,961,465,645,134,338,96,1014,145,1016,283.6
83,320,122,957,465,645,134,338,95,1014,144,1012,283.7
83,320,122,957,465,645,135,338,95,1014,145,1014,283.8
83,320,122,958,465,645,134,338,96,1014,145,1014,283.9
83,320,122,955,465,646,134,339,96,1014,144,1012,284
83,320,122,956,465,646,134,339,96,1014,144,1010,284.1
83,320,122,957,464,646,134,339,96,1015,144,1013,284.2
82,320,123,957,465,645,134,338,96,1014,144,991,284.3
83,320,122,957,465,646,134,343,96,1014,144,1010,284.4
83,319,122,957,466,646,135,345,96,1014,144,1012,284.5
84,320,122,957,465,646,134,341,96,1014,145,1011,284.6
83,320,122,957,464,646,134,344,96,1014,145,1006,284.7
83,320,123,957,465,646,134,340,96,1015,144,1005,284.8
83,320,122,957,465,646,134,340,96,1014,145,1000,284.9
83,320,122,957,465,646,133,341,96,1014,144,1003,285
83,319,122,963,465,646,135,341,96,1014,145,1006,285.1
83,320,122,963,465,646,134,340,96,1015,145,1010,285.2
84,320,122,964,464,646,134,340,96,1014,145,1010,285.3
83,319,122,964,465,646,134,345,96,1015,145,1011,285.4
83,320,122,966,465,646,134,341,96,1014,145,1011,285.5
83,320,122,966,464,646,135,341,96,1015,144,1011,285.6
83,320,122,966,465,646,134,342,96,1014,144,1010,285.7
83,320,123,953,465,646,134,341,96,1014,145,1010,285.8
83,320,122,954,465,646,134,345,96,1014,145,1010,285.9
83,320,122,962,465,646,135,343,96,1014,145,1010,286
84,319,122,964,464,646,134,344,96,1015,144,1010,286.1
83,320,123,965,465,646,135,345,96,1015,145,1010,286.2
84,320,122,963,465,646,134,346,96,1015,145,1010,286.3
83,319,122,964,465,646,133,345,96,1015,145,1010,286.4
83,320,122,965,465,646,136,341,96,1013,145,1010,286.5
83,320,123,966,465,646,135,346,95,1014,144,1009,286.6
83,320,122,963,464,646,134,341,96,1014,145,1011,286.7
84,319,122,940,464,646,133,345,96,1014,144,1012,286.8
83,320,123,954,465,646,134,340,96,1014,145,1012,286.9
83,319,122,955,465,646,135,346,96,1014,145,1014,287
83,320,122,955,465,647,135,345,96,1014,145,1014,287.1
82,319,122,954,465,647,135,343,96,1015,144,1013,287.2
82,319,123,954,465,647,135,339,96,1015,144,1015,287.3
83,320,122,957,465,646,134,341,95,1015,144,1009,287.4
83,320,122,957,465,647,134,340,96,1015,145,1012,287.5
83,319,122,950,465,648,134,339,96,1014,144,1011,287.6
83,319,122,950,465,648,134,339,96,1015,145,1012,287.7
82,319,122,952,465,647,135,340,96,1015,145,1011,287.8
83,319,122,952,464,647,134,344,96,1015,145,1012,287.9
83,319,122,951,464,647,136,342,96,1015,145,1012,288
83,319,122,950,465,647,134,340,95,1014,144,1011,288.1
83,319,122,945,464,647,134,339,95,1015,145,995,288.2
83,320,122,934,465,647,133,340,96,1015,145,1011,288.3
83,320,122,918,465,647,136,341,96,1014,144,1015,288.4
82,320,122,922,464,647,135,340,96,1014,144,1017,288.5
83,320,122,928,465,647,135,339,95,1015,144,978,288.6
83,319,122,935,465,647,135,339,96,1015,145,969,288.7
83,320,123,939,465,647,135,339,96,1014,144,1017,288.8
83,319,122,940,465,648,134,341,96,1014,144,1017,288.9
84,319,122,941,464,648,134,339,95,1014,145,1017,289
83,320,122,926,464,647,136,340,95,1014,144,1017,289.1
83,319,122,923,465,648,134,338,96,1014,145,1016,289.2
83,319,122,925,465,648,135,337,96,1014,144,1017,289.3
83,320,122,930,465,649,136,337,96,1014,145,1017,289.4
83,319,122,927,465,649,136,342,95,1014,145,1017,289.5
83,320,122,932,465,648,136,345,97,1015,145,1017,289.6
84,319,122,941,465,648,134,340,95,1015,144,1016,289.7
83,319,122,944,464,648,133,341,96,1015,145,1017,289.8
83,320,122,945,465,649,137,347,96,1015,145,1016,289.9
83,319,122,946,465,648,135,338,96,1015,144,1017,290
83,319,122,946,464,648,135,345,95,1015,145,1016,290.1
83,319,122,947,465,649,134,341,96,1015,144,1016,290.2
83,319,123,948,465,648,134,345,95,1014,145,1017,290.3
83,320,122,951,464,648,134,344,96,1014,144,1017,290.4
83,318,122,951,464,648,134,345,96,1014,145,1016,290.5
84,319,123,948,464,649,135,341,96,1015,144,1016,290.6
83,319,122,948,465,649,136,340,95,1015,144,1016,290.7
83,319,122,947,465,649,135,340,96,1014,144,1017,290.8
84,319,122,951,464,649,136,344,96,1014,145,1016,290.9
82,319,122,947,464,649,135,341,96,1014,144,1017,291
83,319,123,948,465,648,136,344,96,1014,144,1017,291.1
83,319,122,953,464,648,134,345,96,1015,144,1016,291.2
83,319,122,957,465,649,135,341,96,1015,145,1017,291.3
84,319,122,960,465,649,134,340,96,1014,144,1017,291.4
83,319,122,960,464,649,134,340,95,1013,145,1016,291.5
83,319,122,960,465,649,134,341,96,1015,144,1016,291.6
82,319,122,958,464,649,135,344,96,1014,144,1017,291.7
82,319,122,959,464,649,134,343,96,1015,145,1017,291.8
83,319,122,960,465,649,134,345,95,1015,144,1017,291.9
83,319,122,958,464,649,134,340,96,1014,144,1017,292
82,319,123,956,464,649,134,344,95,1014,144,1017,292.1
83,319,122,957,465,649,135,339,96,1014,144,1017,292.2
83,319,122,961,464,649,133,340,95,1015,145,1017,292.3
83,319,122,961,464,649,134,340,96,1014,144,1017,292.4
83,319,122,962,464,649,134,339,95,1014,145,1017,292.5
83,319,122,963,464,649,133,340,96,1014,144,1017,292.6
84,319,122,960,465,649,133,341,95,1014,144,1017,292.7
83,319,122,960,464,649,133,338,96,1015,144,1017,292.8
83,319,123,961,465,649,135,340,96,1015,145,1017,292.9
83,318,122,959,465,650,134,345,96,1014,144,1016,293
83,319,122,960,464,649,134,337,96,1015,145,1016,293.1
82,319,123,960,465,650,134,336,96,1015,144,1017,293.2
83,319,123,955,464,650,134,339,95,1014,145,1017,293.3
83,318,122,963,465,649,133,342,95,1015,145,1016,293.4
83,319,122,965,464,650,137,344,96,1014,144,1017,293.5
83,319,122,965,465,650,134,340,96,1015,144,1017,293.6
83,319,122,965,464,649,134,342,96,1015,144,1017,293.7
83,319,123,965,464,650,136,347,95,1014,144,1017,293.8
83,319,122,965,464,649,134,340,96,1015,144,1017,293.9
83,319,122,965,465,650,135,339,96,1014,145,1017,294
84,319,123,965,465,650,134,339,96,1015,145,1017,294.1
83,318,122,965,464,650,134,339,95,1014,144,1017,294.2
82,319,122,956,465,650,134,338,96,1015,145,1017,294.3
82,318,122,950,464,650,133,338,96,1015,145,1017,294.4
83,318,123,946,464,650,134,344,96,1014,144,1017,294.5
83,319,122,945,464,650,135,338,95,1015,145,1017,294.6
83,318,122,946,464,650,134,342,96,1014,145,1017,294.7
83,318,122,949,465,650,135,345,95,1015,145,1017,294.8
83,319,122,950,464,650,134,339,96,1015,144,1017,294.9
83,318,122,951,464,650,135,341,95,1014,145,1016,295
83,319,122,950,464,650,136,337,96,1015,145,1017,295.1
83,318,122,949,464,650,136,344,95,1014,145,1017,295.2
83,319,122,950,464,651,135,341,95,1015,145,1016,295.3
83,318,122,952,465,650,135,344,95,1015,144,1017,295.4
83,318,122,952,464,650,134,344,96,1014,145,1016,295.5
83,319,122,951,464,650,133,340,96,1015,145,1017,295.6
83,319,122,952,464,650,135,341,96,1015,144,1016,295.7
83,318,122,950,465,650,137,342,96,1014,144,1017,295.8
83,318,123,951,464,649,134,339,96,1014,145,1017,295.9
83,318,123,953,465,649,134,339,95,1015,145,1017,296
83,318,122,958,464,649,137,340,96,1014,144,1016,296.1
83,318,122,966,465,648,135,339,96,1014,145,1017,296.2
83,319,122,971,465,650,134,340,96,1015,145,1017,296.3
83,319,123,972,464,651,134,343,96,1015,145,1017,296.4
83,318,122,973,464,651,135,343,96,1015,144,1017,296.5
83,318,122,973,464,649,134,343,95,1014,144,1016,296.6
83,318,123,974,464,650,136,345,95,1015,144,1016,296.7
83,318,122,972,464,648,134,344,96,1015,145,1016,296.8
83,319,122,971,464,649,134,340,96,1014,144,1016,296.9
82,318,122,972,464,653,134,344,95,1013,145,1017,297
83,318,122,974,464,654,136,340,96,1015,145,1017,297.1
83,319,123,974,464,656,135,341,95,1015,145,1017,297.2
83,318,122,977,464,656,134,340,96,1015,144,1016,297.3
83,318,122,976,464,657,134,341,96,1014,144,1016,297.4
83,319,122,977,464,658,134,341,96,1015,144,1016,297.5
83,318,122,976,464,658,134,335,96,1015,145,1017,297.6
82,318,122,977,465,658,135,336,95,1014,144,1017,297.7
83,318,122,977,464,658,134,344,96,1014,145,1016,297.8
83,318,123,976,464,658,134,343,96,1014,144,1017,297.9
83,318,122,976,464,658,134,339,96,1014,145,1017,298
83,318,122,977,465,658,133,343,96,1014,145,1017,298.1
83,318,122,976,464,659,133,343,96,1014,144,1017,298.2
83,318,123,977,465,658,134,339,95,1014,144,1016,298.3
83,318,122,977,464,658,134,341,96,1014,145,1017,298.4
83,319,122,976,464,659,134,345,95,1015,144,1016,298.5
83,318,122,976,464,659,134,341,96,1014,145,1016,298.6
82,318,122,976,464,659,134,341,96,1015,144,1015,298.7
82,318,122,976,465,659,135,344,95,1014,145,1012,298.8
84,318,122,977,464,660,135,343,95,1015,145,1010,298.9
83,318,123,977,465,659,135,344,95,1014,144,1009,299
83,318,122,977,465,659,135,343,96,1015,145,1014,299.1
83,318,122,977,465,659,134,344,96,1015,144,1015,299.2
83,318,122,976,464,659,135,343,96,1015,144,1015,299.3
83,319,122,979,464,659,135,341,96,1014,144,1015,299.4
83,318,122,976,464,659,135,339,96,1014,145,1015,299.5
83,318,123,976,464,659,134,340,96,1014,145,1015,299.6
83,318,122,975,465,659,135,344,95,1015,144,1015,299.7
83,318,123,975,464,659,136,341,96,1015,145,1015,299.8
82,318,122,974,464,660,134,342,95,1015,145,1016,299.9
83,319,122,974,465,659,136,338,96,1014,145,1015,300
83,318,122,974,465,659,135,344,96,1015,144,1015,300.1
83,317,122,975,464,659,135,340,96,1015,144,1015,300.2
83,318,122,977,464,659,134,338,96,1015,145,1016,300.3
83,318,122,976,464,660,134,345,95,1015,144,1016,300.4
83,318,122,980,464,659,134,335,96,1015,145,1016,300.5
83,318,122,975,464,659,136,343,95,1014,144,1016,300.6
83,318,123,976,464,659,135,343,95,1014,145,1015,300.7
83,319,122,979,464,660,134,341,95,1014,144,1015,300.8
84,318,122,980,465,660,134,339,96,1015,145,1015,300.9
83,318,122,983,464,660,134,343,96,1014,144,1015,301
83,318,122,981,464,659,134,343,96,1014,145,1015,301.1
83,317,122,981,464,660,136,341,96,1013,145,1014,301.2
82,318,122,983,465,659,134,343,95,1014,144,1009,301.3
82,318,123,987,464,660,134,339,96,1014,144,1008,301.4
83,318,122,983,464,660,135,343,96,1014,144,1014,301.5
83,318,122,985,465,660,134,343,95,1014,146,1015,301.6
83,317,123,955,464,660,134,337,96,1015,144,1015,301.7
83,318,122,995,464,661,134,339,96,1014,144,1016,301.8
83,317,122,941,464,660,134,340,95,1014,145,1016,301.9
83,318,122,998,464,660,133,340,96,1015,145,1016,302
82,317,123,993,464,660,133,340,95,1015,145,1015,302.1
83,317,122,896,464,660,134,339,96,1015,144,1015,302.2
84,318,122,984,464,660,134,339,95,1014,145,1016,302.3
83,318,122,989,464,660,135,339,95,1014,145,1017,302.4
83,318,122,994,464,660,134,343,95,1014,144,1015,302.5
83,318,122,995,464,660,134,340,96,1015,145,1016,302.6
83,318,122,1001,464,660,135,343,96,1015,145,1016,302.7
83,318,123,1000,464,660,134,339,96,1014,145,1016,302.8
84,318,122,1002,464,660,134,339,96,1015,144,1016,302.9
83,317,122,1002,464,660,134,344,95,1014,145,1016,303
83,318,123,1000,464,660,134,343,95,1015,144,1016,303.1
83,317,122,1000,464,660,134,339,96,1014,144,1015,303.2
83,318,122,1001,464,660,134,339,96,1014,145,1016,303.3
83,317,122,1002,464,660,134,341,96,1015,145,1016,303.4
83,317,122,994,465,661,135,343,96,1014,145,1016,303.5
83,318,122,1001,464,660,134,340,95,1013,145,1016,303.6
83,317,122,999,464,661,134,344,96,1014,145,1016,303.7
83,317,122,993,464,660,134,341,96,1014,145,1016,303.8
83,317,122,999,464,660,133,338,96,1014,144,1016,303.9
83,317,122,1002,464,660,136,344,95,1014,144,1016,304
83,317,122,1005,464,661,134,344,96,1014,145,1016,304.1
83,317,122,1003,464,660,136,339,96,1014,144,1015,304.2
84,318,123,1007,464,661,134,339,96,1014,145,1016,304.3
83,318,122,1006,464,661,134,340,96,1014,144,1016,304.4
83,317,122,1004,465,661,136,339,95,1015,145,1016,304.5
83,317,123,1005,464,661,135,343,96,1014,144,1016,304.6
83,318,122,1007,464,660,134,339,96,1013,145,1015,304.7
83,317,122,1007,464,661,134,341,96,1014,144,1016,304.8
83,317,122,1005,464,661,136,344,96,1015,145,1016,304.9
83,317,122,1002,464,661,135,343,96,1014,144,1016,305
82,317,123,1000,464,661,134,344,96,1014,145,1016,305.1
83,317,122,1004,464,661,134,345,95,1014,145,1016,305.2
83,318,122,1004,464,661,134,345,95,1014,144,1016,305.3
83,317,122,1001,465,661,134,345,95,1014,144,1016,305.4
83,317,123,990,464,661,133,344,96,1014,144,1016,305.5
83,317,122,981,464,661,134,343,96,1014,145,1016,305.6
83,318,122,996,464,661,134,344,96,1015,144,1017,305.7
83,317,122,999,464,661,134,341,95,1015,144,1016,305.8
83,317,122,1000,465,661,136,340,96,1015,144,1016,305.9
83,317,122,1001,464,661,136,345,96,1015,144,1016,306
83,317,122,1002,464,661,136,340,95,1014,145,1016,306.1
83,317,123,1003,464,661,135,345,96,1015,144,1016,306.2
83,317,122,1005,464,661,135,339,95,1014,145,1017,306.3
84,317,122,1002,464,661,135,340,96,1015,144,1016,306.4
84,317,123,1004,464,661,134,338,95,1015,145,1016,306.5
83,317,123,1006,464,661,134,341,96,1015,144,1016,306.6
83,317,122,1007,464,661,135,344,96,1014,144,1017,306.7
83,317,123,1007,464,660,134,346,96,1015,145,1017,306.8
83,317,122,998,464,660,134,340,95,1014,144,1016,306.9
83,317,123,1007,464,659,134,340,96,1014,144,1016,307
83,317,123,1007,464,658,134,344,95,1014,144,1016,307.1
84,316,122,992,464,658,134,344,95,1014,145,1016,307.2
82,317,123,1008,464,659,134,339,95,1014,145,1015,307.3
83,317,122,1007,464,659,134,344,96,1014,145,1016,307.4
83,317,122,1006,464,659,134,344,96,1014,145,1016,307.5
83,317,122,1000,465,659,135,341,96,1013,145,1016,307.6
83,317,122,1004,464,659,134,345,96,513,144,1016,307.7
83,317,122,1005,464,660,136,337,96,513,144,1016,307.8
83,317,123,981,464,659,133,345,95,513,144,1016,307.9
83,317,123,1005,464,660,133,344,96,513,145,1017,308
83,317,123,996,465,660,133,341,96,513,145,1016,308.1
83,317,122,959,464,659,134,344,96,514,144,1016,308.2
83,317,122,997,464,660,133,343,95,513,145,1016,308.3
82,316,122,987,465,660,135,344,96,513,145,1016,308.4
83,316,123,964,464,659,134,344,95,513,145,1016,308.5
82,317,122,998,465,660,135,338,96,513,145,1016,308.6
83,316,123,1006,464,660,134,338,95,513,145,1016,308.7
83,317,122,999,464,659,135,344,95,513,145,1015,308.8
83,316,123,1005,464,659,133,339,96,513,144,1015,308.9
83,316,122,1001,464,659,135,338,96,513,144,1016,309
83,317,122,991,465,659,135,340,96,513,144,1016,309.1
82,316,123,982,464,660,136,344,96,513,145,1017,309.2
83,316,122,1008,464,659,135,344,96,513,145,1017,309.3
83,316,122,918,465,659,134,346,96,513,145,1017,309.4
82,316,123,997,464,659,136,344,96,514,144,1017,309.5
83,317,123,937,464,659,134,343,96,513,144,1017,309.6
83,316,122,1008,465,659,134,339,95,513,145,1017,309.7
83,316,122,997,464,659,135,342,96,513,144,1016,309.8
83,316,122,1000,465,659,136,337,95,514,144,1017,309.9
82,316,122,987,464,659,135,338,96,514,145,1017,310
83,316,122,978,464,659,134,344,95,513,144,1017,310.1
83,316,122,1002,464,659,134,344,96,513,145,1017,310.2
83,316,122,1005,464,659,134,337,95,514,144,1017,310.3
83,316,123,1008,464,659,134,337,95,513,145,1017,310.4
83,316,122,1006,464,659,134,339,96,513,145,1017,310.5
82,316,123,998,464,659,134,337,96,513,145,1017,310.6
83,316,123,1004,464,659,133,336,95,513,144,1016,310.7
83,316,122,1005,464,660,133,342,96,513,144,1017,310.8
83,316,122,984,464,660,133,342,95,513,144,1017,310.9
82,316,122,978,464,660,133,344,96,513,145,1017,311
83,316,123,1008,464,660,134,339,95,513,145,1017,311.1
83,316,122,479,464,660,134,344,96,513,145,1017,311.2
83,316,122,481,464,660,134,345,95,513,145,1016,311.3
83,317,122,480,464,661,133,342,95,513,145,1016,311.4
82,316,122,481,464,660,134,344,96,514,144,1016,311.5
83,316,123,480,464,660,134,339,96,513,144,1018,311.6
83,316,122,481,464,661,133,346,95,513,145,1017,311.7
82,316,122,480,464,660,133,340,95,514,144,1017,311.8
83,316,123,481,464,661,134,337,95,513,145,1017,311.9
83,316,122,481,464,660,133,340,96,513,145,1017,312
83,316,122,480,464,660,133,343,95,513,145,1017,312.1
83,315,122,481,464,660,133,344,96,514,144,1017,312.2
83,316,123,479,464,661,134,341,95,514,144,1017,312.3
83,316,122,481,464,660,134,341,96,513,145,1017,312.4
82,316,122,478,464,661,134,344,96,513,145,1017,312.5
83,316,122,481,464,660,134,342,96,513,144,1017,312.6
82,316,122,478,464,661,133,341,95,513,145,1017,312.7
83,316,122,481,464,660,133,344,95,513,144,1017,312.8
83,316,122,478,464,660,133,339,95,513,144,1017,312.9
83,316,123,481,464,660,134,341,95,513,144,1018,313
83,315,123,479,464,660,135,344,96,1010,145,1017,313.1
82,315,122,481,464,660,134,340,95,513,144,1016,313.2
83,315,122,480,464,661,134,341,96,513,144,1017,313.3
83,316,123,481,464,661,134,343,95,513,145,1017,313.4
83,315,122,480,464,660,134,340,96,513,145,1016,313.5
82,315,123,482,464,660,134,340,96,513,145,1017,313.6
83,316,122,480,464,661,134,344,96,513,145,1016,313.7
83,315,122,483,465,661,133,344,95,513,145,1015,313.8
83,315,123,480,464,661,136,343,95,513,145,1015,313.9
83,315,122,483,464,661,136,347,95,513,145,1015,314
83,315,122,480,464,661,134,346,96,513,145,1015,314.1
83,315,122,483,464,661,134,335,95,513,144,1014,314.2
83,315,122,480,465,661,134,343,96,513,144,1015,314.3
83,315,122,483,464,661,135,339,96,513,144,1016,314.4
82,316,122,479,464,661,134,338,95,513,145,1015,314.5
83,315,123,482,464,662,134,337,95,513,144,1015,314.6
83,316,122,480,464,661,134,337,96,513,144,1014,314.7
83,316,122,482,464,662,133,337,95,513,145,1014,314.8
83,315,122,479,464,661,133,343,96,514,145,1014,314.9
83,316,122,481,464,661,133,337,96,513,144,1014,315
82,315,122,480,464,661,133,338,95,513,144,1014,315.1
83,315,123,481,464,661,133,341,96,513,144,1013,315.2
83,315,123,480,464,661,133,339,95,513,144,1013,315.3
83,315,122,480,464,661,136,339,96,513,145,1014,315.4
83,315,122,481,464,661,137,340,95,513,144,1012,315.5
83,316,123,479,464,661,133,340,96,513,144,1013,315.6
83,315,122,481,464,662,135,340,96,513,144,1012,315.7
82,315,122,478,464,661,135,340,96,513,145,1013,315.8
83,316,123,480,464,662,136,339,95,513,144,1013,315.9
83,315,123,478,464,661,132,340,96,513,145,1014,316
83,316,122,480,464,662,135,344,96,513,145,1016,316.1
82,315,122,478,464,662,136,343,96,513,144,1016,316.2
83,315,122,481,464,662,136,343,96,513,144,1016,316.3
83,316,122,479,464,662,134,338,95,513,145,1016,316.4
84,316,123,481,464,662,134,339,96,1015,144,1016,316.5
83,315,122,479,464,661,134,344,95,1009,144,1015,316.6
82,315,122,481,465,661,134,340,96,1012,144,1016,316.7
83,315,122,479,464,662,133,337,96,1014,145,1016,316.8
83,315,122,482,464,662,133,336,95,1014,144,1017,316.9
83,315,122,480,464,661,134,335,95,1014,144,1017,317
83,315,122,483,464,662,136,339,95,1014,144,1016,317.1
83,315,122,481,464,662,135,339,95,1014,144,1016,317.2
83,315,122,484,464,662,134,338,95,1015,144,1016,317.3
83,316,122,481,464,662,134,343,95,1015,144,1017,317.4
84,315,122,484,464,662,134,343,96,1014,145,1017,317.5
83,315,123,480,464,662,134,343,96,1015,144,1016,317.6
83,314,122,483,464,662,134,337,96,1014,145,1017,317.7
83,315,122,479,464,662,134,344,95,1014,145,1017,317.8
83,315,122,484,464,662,133,338,96,1015,144,1017,317.9
83,314,122,480,464,662,134,340,95,1014,144,1017,318
83,315,122,482,464,662,134,340,96,1013,144,1017,318.1
83,315,122,480,464,662,133,340,96,1014,144,1016,318.2
83,315,122,482,464,662,135,341,95,1014,144,1016,318.3
83,315,122,481,464,663,135,340,96,1014,144,1017,318.4
83,315,122,482,464,662,134,340,95,962,144,1016,318.5
83,315,122,481,464,662,133,340,95,985,144,1017,318.6
83,315,123,482,464,662,132,339,95,999,145,1016,318.7
83,315,122,482,464,662,134,336,95,1012,145,1016,318.8
83,315,123,481,464,662,133,336,95,1015,144,1016,318.9
83,314,122,483,464,662,135,336,95,1014,144,1015,319
83,314,122,480,464,662,134,335,96,1014,144,1016,319.1
83,314,122,482,464,662,134,336,95,1014,144,1015,319.2
83,314,122,480,464,662,134,336,96,1014,145,1015,319.3
83,315,122,482,464,662,134,339,95,1015,144,1015,319.4
83,315,122,479,464,662,134,340,96,1014,144,1015,319.5
83,314,122,481,464,662,134,335,95,1014,144,1015,319.6
82,314,122,479,464,662,134,336,96,1015,144,1016,319.7
82,314,123,482,464,662,134,336,95,1013,144,1016,319.8
83,314,122,480,464,662,134,338,96,1014,144,1016,319.9
83,314,122,481,464,662,133,343,96,1015,145,1016,320
83,315,122,480,464,663,134,339,96,1015,145,1016,320.1
83,315,122,481,464,662,135,337,95,1015,144,1016,320.2
83,314,122,480,464,662,135,338,95,1015,144,1016,320.3
83,315,122,483,464,662,135,339,95,1014,145,1016,320.4
83,315,122,480,464,662,134,337,96,1015,145,1016,320.5
83,314,123,483,464,662,134,335,96,1015,144,1016,320.6
83,315,122,480,465,663,136,337,95,1015,144,1016,320.7
82,315,122,483,464,662,135,337,95,1015,144,1016,320.8
83,314,122,481,464,663,134,338,96,1014,144,1016,320.9
82,314,122,483,464,663,135,339,96,1015,144,1016,321
83,314,122,480,465,662,134,343,96,1015,144,1016,321.1
82,314,122,483,464,663,134,336,96,1015,145,1016,321.2
83,314,123,480,464,663,134,335,95,1014,145,1016,321.3
83,314,122,483,464,663,134,335,96,1015,145,1015,321.4
83,314,122,480,464,662,133,336,95,1015,144,1016,321.5
83,314,123,483,464,662,133,336,96,1015,145,1016,321.6
83,314,122,481,464,663,134,335,96,1014,145,1016,321.7
83,314,123,482,464,663,133,335,95,1015,145,1015,321.8
83,314,122,481,464,663,134,335,95,1014,144,1015,321.9
83,315,123,482,464,663,134,334,96,1014,144,1016,322
83,315,123,481,464,664,135,334,95,1014,144,1015,322.1
83,313,122,482,464,663,134,337,96,1014,145,1016,322.2
83,315,122,482,464,663,133,338,96,1014,144,1015,322.3
83,314,122,481,464,663,134,338,96,1014,145,1015,322.4
83,314,122,482,464,663,134,338,95,1013,144,1016,322.5
83,313,122,480,464,663,133,338,96,1014,144,1016,322.6
83,314,122,482,464,663,133,338,96,1013,144,1015,322.7
83,314,122,480,464,663,134,338,96,1013,144,1016,322.8
83,314,123,482,464,663,133,342,95,1013,145,1016,322.9
83,314,122,479,464,663,133,337,95,1013,145,1016,323
83,314,122,482,464,663,133,338,96,1013,145,1015,323.1
83,314,123,480,464,663,133,342,96,1014,144,1015,323.2
83,314,122,482,464,663,133,341,96,1014,144,1016,323.3
83,314,122,481,464,663,133,342,95,1014,145,1016,323.4
83,314,122,482,464,663,133,339,96,1014,144,1015,323.5
83,314,122,480,464,664,133,340,96,1014,144,1016,323.6
83,314,122,483,464,663,133,338,96,1013,144,1016,323.7
83,313,122,481,464,663,133,338,95,1012,144,1016,323.8
83,313,122,484,464,664,133,336,95,1012,144,1015,323.9
83,314,123,481,464,663,133,337,95,1012,145,1015,324
83,314,122,484,464,663,133,338,95,1013,145,1015,324.1
83,314,123,481,464,664,133,339,95,1014,144,1016,324.2
83,314,122,484,464,664,133,340,95,1013,144,1016,324.3
84,313,122,481,464,663,134,340,95,1010,144,1016,324.4
83,314,122,484,464,664,136,345,96,1011,145,1016,324.5
83,314,122,480,464,663,133,347,95,1012,145,1016,324.6
83,313,123,484,464,663,135,348,95,1008,144,1016,324.7
82,313,123,481,464,664,133,348,95,1012,145,1015,324.8
83,314,122,483,464,664,133,348,96,1009,145,1016,324.9
83,313,122,481,464,663,134,348,96,1013,144,1016,325
84,313,122,483,464,663,133,348,96,1014,145,1017,325.1
83,313,122,481,465,664,135,348,95,1015,144,1016,325.2
84,313,122,484,464,663,135,349,95,1014,144,1015,325.3
82,313,122,482,464,664,134,349,95,1015,144,1015,325.4
82,313,123,483,464,664,136,348,96,1014,144,1016,325.5
83,313,122,483,463,664,134,348,96,1015,144,1015,325.6
83,313,122,482,464,664,135,349,96,1015,145,1016,325.7
83,313,122,483,464,664,133,349,95,1014,145,1016,325.8
83,313,123,481,464,664,133,348,96,1014,145,1016,325.9
