LPG,,,,,
MQ-2,MQ-5,MQ-6,MQ-8,MQ-9,MQ-135
117,512,739,392,340,432
116,512,739,392,340,431
115,511,739,391,340,430
117,512,738,392,340,431
117,511,739,391,340,431
117,511,740,392,340,431
118,511,741,392,341,431
118,512,741,394,341,432
118,512,741,393,341,432
119,512,741,393,341,432
119,512,743,394,342,433
120,513,743,394,342,434
122,513,744,395,342,434
121,514,744,395,342,434
121,513,745,394,342,434
122,513,745,395,342,433
121,513,745,395,342,434
122,514,746,395,342,434
122,514,746,395,342,434
122,513,748,395,341,434
121,513,748,395,341,433
121,513,749,395,341,434
122,514,749,395,341,433
121,513,749,394,340,433
121,513,751,395,340,433
121,513,751,394,340,433
121,512,752,394,340,433
121,512,753,394,339,432
120,512,753,394,339,432
120,513,753,394,340,432
120,512,753,394,339,433
120,512,754,394,339,432
120,512,754,394,339,432
121,512,754,394,339,432
120,512,754,394,339,431
120,511,753,394,339,431
121,512,753,395,340,432
119,511,753,394,340,431
113,508,751,390,335,427
113,507,751,390,335,426
113,507,750,390,335,426
114,509,750,391,336,426
114,508,751,391,335,426
114,508,749,391,335,426
114,508,749,391,335,426
113,508,749,391,336,427
115,508,747,391,336,427
115,508,748,392,337,428
116,509,747,391,337,428
116,509,746,392,338,428
116,509,746,392,338,429
116,509,746,393,337,428
118,509,746,393,337,428
117,509,746,392,338,428
116,509,746,392,339,429
117,510,747,393,339,429
118,510,747,393,339,429
118,510,748,393,339,429
118,510,748,392,338,429
118,510,749,394,338,430
119,510,749,393,338,429
118,510,749,393,339,429
118,510,750,393,339,430
119,510,750,393,339,430
119,510,750,393,339,430
120,510,751,393,340,430
119,510,751,394,339,430
120,511,752,393,339,430
120,510,752,393,339,430
120,511,753,393,341,430
120,510,753,393,339,429
120,510,754,394,340,431
119,510,754,393,340,430
120,511,754,393,340,430
120,510,754,394,339,431
120,511,755,394,340,430
120,511,755,394,340,431
121,511,755,394,339,431
121,510,757,393,339,430
122,511,756,394,341,431
122,511,756,394,340,431
122,511,757,394,340,431
122,511,757,394,340,431
120,510,757,393,339,431
123,511,757,395,340,431
122,511,758,395,340,431
122,511,758,395,339,431
123,511,758,396,340,432
123,511,758,395,339,431
123,511,758,395,340,432
123,511,758,395,339,431
123,512,757,394,338,431
123,511,757,394,339,431
123,511,756,395,338,431
123,511,756,395,338,431
123,511,756,396,338,432
122,511,756,395,338,431
123,511,756,396,338,431
122,511,755,396,338,430
123,511,755,398,337,431
122,511,755,396,337,430
123,511,755,397,338,431
122,510,755,397,336,431
122,510,756,397,335,430
122,510,756,397,336,430
122,510,757,396,335,430
121,510,756,396,334,429
120,510,757,396,334,429
121,509,757,396,334,429
120,509,757,397,334,430
119,508,757,395,333,428
120,508,758,395,332,428
119,508,758,395,333,428
120,508,758,395,332,428
119,509,758,395,332,428
120,508,759,395,331,428
120,508,759,395,331,427
120,508,760,395,331,428
120,508,760,395,331,428
120,508,760,395,331,428
120,508,761,395,330,428
120,508,761,396,330,428
119,508,762,395,330,428
120,508,762,395,330,428
120,508,762,394,330,428
119,508,762,395,329,427
120,508,761,394,329,428
119,508,762,394,329,427
119,507,762,394,329,427
120,509,762,394,328,427
118,508,761,394,329,428
119,507,762,394,329,427
119,508,761,393,329,427
119,508,761,394,329,427
119,507,761,393,329,427
119,507,761,394,329,427
119,507,761,393,329,428
119,509,761,393,329,428
120,508,761,393,329,428
120,507,761,393,330,428
119,508,761,393,330,428
120,507,761,393,331,428
119,507,761,393,331,428
120,507,762,394,332,428
119,507,761,393,332,428
119,507,760,392,332,429
119,507,761,392,332,429
120,507,760,392,333,429
119,507,761,392,333,429
120,509,761,392,333,429
120,507,762,392,333,430
119,507,762,391,334,429
120,508,762,391,334,430
119,508,762,391,335,430
120,507,762,391,336,430
119,507,763,391,338,429
120,507,762,391,338,430
119,507,762,391,338,430
119,507,762,390,339,430
119,507,763,391,340,430
119,506,762,390,340,431
119,507,761,390,341,430
120,507,761,390,342,431
120,507,760,390,342,432
120,507,760,390,343,431
120,507,760,390,343,431
121,507,759,390,344,431
120,507,759,390,344,432
120,507,759,389,345,431
120,507,758,389,345,432
120,507,758,389,346,432
120,507,759,390,345,431
120,506,757,389,345,432
120,508,758,388,345,432
120,507,757,389,345,431
120,507,757,389,345,432
120,507,757,389,345,431
120,507,756,389,345,431
120,506,756,388,345,431
120,507,756,390,345,431
120,507,755,389,344,431
120,507,754,389,344,431
120,506,752,390,344,431
120,507,752,390,344,432
120,507,751,391,343,432
120,508,751,391,343,431
120,507,750,391,343,430
120,506,750,392,342,431
119,506,749,392,342,431
120,506,749,392,342,431
119,506,749,392,342,430
120,506,749,392,341,430
120,506,749,392,341,431
119,506,749,392,340,430
119,506,748,392,340,430
119,506,749,392,340,430
119,506,749,392,340,430
120,506,750,392,339,430
118,505,749,392,338,429
117,505,750,390,337,428
116,504,751,390,337,427
116,504,751,390,336,427
116,504,752,389,336,427
117,504,753,391,336,427
116,504,753,390,335,427
116,504,754,389,336,427
116,504,755,389,336,427
116,504,755,389,335,427
111,500,754,385,330,422
107,499,753,382,327,419
106,498,753,381,327,419
107,498,753,382,326,419
106,498,754,382,326,418
106,498,754,382,326,419
106,499,755,382,325,419
107,498,755,382,325,419
106,498,755,382,325,419
107,498,755,383,325,419
107,498,755,382,325,419
107,498,755,383,324,419
107,499,755,383,324,419
107,498,756,384,324,419
108,499,756,383,324,420
108,499,755,385,324,420
108,499,755,385,324,420
108,499,755,386,324,420
108,499,756,386,324,420
108,499,755,386,323,421
108,499,756,386,324,420
109,499,756,387,324,420
108,500,756,388,323,420
109,500,756,389,324,421
109,500,755,388,323,420
110,500,756,389,325,422
110,500,757,391,324,421
108,500,755,389,322,420
106,498,754,387,320,418
105,498,753,387,320,418
105,498,753,386,319,418
105,497,752,387,319,417
106,498,752,387,320,417
104,498,750,388,318,417
105,497,751,388,319,417
106,497,750,389,318,418
106,498,750,389,318,418
106,498,750,389,318,418
106,498,750,390,318,418
107,499,749,390,319,418
107,499,749,391,319,419
106,498,749,391,319,419
108,499,748,392,319,421
108,499,748,392,319,419
108,499,748,392,320,419
108,499,749,392,320,420
109,500,748,393,320,420
110,500,748,393,320,420
110,500,747,394,321,421
111,501,748,393,321,421
111,501,747,394,322,422
113,502,747,394,322,422
114,502,747,395,324,423
114,503,747,396,325,424
116,504,747,396,326,425
116,504,747,398,327,426
117,504,747,398,327,426
117,505,748,399,327,426
118,505,748,398,328,427
119,505,748,399,328,427
118,505,748,399,328,427
118,505,749,400,328,427
119,506,748,399,328,427
119,506,748,399,328,427
119,505,749,400,329,427
119,505,749,400,328,427
119,506,749,399,328,428
119,505,749,399,329,427
118,505,752,399,328,427
119,505,752,400,328,427
119,505,751,400,328,427
119,505,751,400,328,427
119,505,752,400,329,427
119,505,754,400,329,427
119,505,751,400,329,427
120,506,751,400,328,427
120,505,750,401,329,428
120,506,750,401,329,428
120,506,750,401,328,428
120,507,750,401,328,427
120,505,750,400,329,427
119,505,750,399,329,427
119,505,750,400,328,426
119,505,750,399,328,426
118,505,750,399,328,426
118,505,750,399,328,426
118,504,751,399,329,426
118,505,751,399,328,426
118,504,752,398,329,426
118,504,752,398,328,426
118,504,752,398,329,425
118,504,752,398,329,425
118,504,751,398,328,426
118,504,751,399,328,427
119,504,752,398,328,425
119,504,751,398,329,425
117,504,751,398,329,425
118,504,751,398,329,425
118,504,750,398,329,425
118,504,750,398,330,424
117,504,750,398,329,424
117,503,749,398,330,425
118,504,748,398,330,425
117,504,748,398,330,424
118,503,748,398,330,424
117,503,747,398,330,425
118,503,748,398,329,425
117,503,747,398,329,424
117,503,746,397,329,424
117,503,746,397,328,424
118,503,746,397,329,424
117,503,747,397,329,424
118,503,747,398,328,424
120,505,746,399,330,426
120,505,747,399,330,425
119,504,747,399,330,426
119,505,747,398,329,425
119,504,747,398,329,425
119,504,748,399,329,425
119,504,747,399,329,425
119,504,747,398,329,425
119,504,746,399,329,425
119,504,746,398,328,425
118,504,746,399,327,426
119,504,746,400,328,426
118,504,746,398,328,424
118,503,746,398,327,424
118,503,746,399,327,425
119,503,745,399,326,424
118,503,745,399,326,424
119,504,745,398,328,424
118,503,745,398,326,424
119,503,745,398,325,425
118,503,746,399,326,424
119,505,746,399,325,424
118,503,746,399,325,424
119,503,746,400,324,424
118,503,746,399,324,424
119,503,746,399,324,424
118,503,745,399,324,424
119,504,745,399,322,424
118,503,745,399,323,424
118,503,744,400,324,424
118,503,743,400,322,424
118,503,745,401,322,425
118,503,743,400,322,424
118,503,743,401,321,424
118,503,742,401,321,424
118,503,741,401,321,423
118,503,742,401,321,423
119,503,741,401,321,424
117,502,740,401,321,423
118,503,740,402,320,423
118,502,740,402,321,423
118,502,739,402,320,423
119,502,738,402,320,423
118,503,738,402,321,423
118,503,738,402,320,423
118,503,738,402,320,423
118,502,737,402,320,423
118,502,737,403,321,423
119,503,737,402,320,423
118,503,737,402,320,423
118,503,737,402,320,424
118,503,737,402,321,423
119,502,737,402,320,423
118,503,736,403,320,423
118,503,737,401,320,423
118,503,736,402,321,423
118,503,737,402,321,423
119,503,736,402,321,423
118,503,736,401,321,423
119,503,736,401,321,423
119,502,736,402,320,423
118,503,737,401,321,423
119,503,736,401,321,423
119,503,735,401,320,423
119,504,736,401,320,423
118,503,735,400,320,423
118,503,735,401,320,424
119,503,735,400,320,423
119,503,735,400,320,423
119,503,735,400,320,424
119,503,734,400,320,423
118,503,734,400,320,424
120,503,734,401,319,424
120,503,733,400,321,424
119,503,733,400,321,423
119,503,731,400,320,424
119,502,731,400,321,423
119,503,730,400,320,423
119,503,730,400,321,422
119,503,728,400,320,423
119,503,728,400,319,424
119,503,727,400,320,423
119,503,727,400,320,423
119,503,727,400,320,423
120,503,726,401,320,424
119,504,726,400,320,424
119,503,725,400,320,424
119,503,725,400,320,423
119,502,725,400,320,424
119,503,724,400,320,424
119,503,724,401,320,423
120,504,724,400,321,424
120,503,723,400,320,424
121,503,723,400,321,424
122,504,724,400,320,425
121,504,724,400,322,425
121,504,723,400,321,425
121,504,723,400,321,424
120,504,723,400,320,425
121,503,724,399,321,425
120,503,724,399,321,424
121,503,723,399,321,425
120,503,725,399,320,423
119,502,724,398,320,423
121,503,724,399,321,424
123,504,725,400,321,425
123,504,725,400,323,426
123,504,725,401,322,426
123,504,726,400,322,426
123,505,724,400,323,426
123,504,724,400,322,426
123,504,726,400,323,426
124,504,726,400,323,426
122,504,726,400,323,426
123,504,726,400,322,425
123,504,727,400,323,425
123,504,728,399,322,425
123,504,728,400,322,425
123,504,729,399,322,425
123,504,729,399,322,426
123,504,731,399,321,426
123,504,731,399,322,425
123,504,732,399,321,425
123,504,733,399,322,425
123,504,734,398,321,425
122,504,734,399,321,425
123,504,735,399,321,425
122,503,736,400,321,425
123,504,737,399,321,425
122,504,738,399,322,425
123,504,738,399,321,425
123,504,738,399,320,425
122,503,738,399,321,425
122,503,739,399,321,425
122,503,739,399,321,424
122,503,740,399,321,425
122,503,740,399,321,424
122,503,741,398,320,424
122,503,742,400,320,424
122,503,741,399,320,425
122,504,741,399,320,425
122,503,741,399,321,425
122,503,741,399,320,424
122,503,741,399,320,425
123,504,741,398,319,425
122,503,740,398,319,424
122,503,740,398,320,425
122,503,740,398,320,426
123,503,740,398,319,428
122,503,740,397,319,429
122,503,740,397,320,430
122,504,740,397,320,432
122,503,740,396,320,432
121,503,740,396,321,434
122,503,741,397,321,434
121,503,741,396,322,435
123,504,742,396,323,435
122,503,741,396,323,436
122,503,743,396,325,436
122,503,742,395,325,436
122,503,743,395,326,436
122,503,743,395,327,437
122,503,744,395,328,437
121,503,743,395,329,437
121,503,744,395,330,437
121,503,744,394,331,438
122,503,744,394,331,438
121,503,744,395,332,438
122,503,744,394,333,438
121,503,743,394,333,438
121,503,742,394,333,438
121,503,741,394,334,438
122,503,739,393,334,439
121,503,739,394,334,438
120,502,739,393,333,437
120,503,738,393,333,437
120,503,738,393,333,437
121,502,738,394,333,437
121,502,739,393,333,438
121,503,739,393,333,438
122,503,739,393,332,438
120,502,738,393,333,437
121,503,738,393,332,438
121,502,737,393,333,437
121,502,736,393,333,437
120,502,735,393,332,437
121,502,733,393,332,437
121,502,733,393,332,437
121,502,732,392,333,437
121,502,730,392,332,437
121,502,730,393,332,436
121,503,729,392,332,437
121,503,728,392,332,436
121,502,726,392,332,437
121,502,726,392,331,436
121,502,725,392,331,435
122,503,725,392,331,436
121,502,725,392,332,436
120,503,725,392,331,436
120,502,723,391,331,436
121,502,723,392,330,435
120,502,723,391,330,435
121,502,722,391,330,435
121,502,721,391,329,435
120,501,720,391,330,435
120,501,719,391,329,435
121,502,718,391,329,435
121,502,718,391,329,435
121,502,717,391,329,435
121,502,716,391,329,434
121,502,716,391,329,434
121,502,715,391,329,434
121,502,715,391,329,434
120,502,714,391,328,434
121,502,714,391,328,434
121,502,714,391,328,435
121,503,712,391,327,434
121,502,712,391,328,434
121,502,711,391,327,433
121,502,711,391,327,434
120,502,710,391,327,434
121,502,710,391,327,433
121,502,710,391,327,434
121,502,710,391,327,434
121,502,709,391,327,433
121,502,708,391,326,433
121,502,708,391,327,433
120,502,708,391,326,433
120,502,707,392,325,432
121,502,707,392,325,432
121,502,706,391,325,433
121,502,706,391,325,433
121,502,705,392,325,433
120,502,705,391,325,432
121,502,704,392,325,432
120,502,705,391,324,433
120,502,704,391,324,432
121,502,704,392,324,432
121,502,704,391,325,431
120,502,703,391,324,432
121,503,704,391,324,432
120,502,703,391,324,432
121,502,703,392,324,432
121,502,703,391,324,432
121,503,702,391,324,432
121,502,702,391,324,431
121,502,702,391,323,431
121,502,703,391,323,431
121,502,703,391,324,431
121,502,703,391,324,432
121,502,705,392,324,432
120,501,704,391,323,431
121,503,705,390,324,431
121,502,706,390,324,431
121,502,707,390,324,431
121,502,707,390,324,431
120,502,708,390,324,431
121,502,708,390,324,431
121,501,710,391,325,430
121,502,709,390,324,430
121,502,710,390,325,430
121,502,709,390,325,430
121,502,709,390,325,430
121,502,709,390,325,431
121,503,709,390,326,430
121,502,710,391,325,430
121,502,710,391,325,430
121,502,710,391,326,431
121,501,712,391,325,430
121,501,713,392,326,430
120,502,714,393,326,430
120,502,716,391,326,430
121,502,717,391,326,430
121,501,719,392,326,430
121,501,720,391,326,430
120,501,721,392,326,430
120,503,721,392,327,430
121,502,722,392,326,430
121,501,723,392,326,430
121,502,723,392,326,429
121,502,723,392,326,429
121,502,723,392,326,429
120,502,724,393,326,430
121,502,724,391,326,429
120,502,723,392,326,429
121,502,723,393,326,429
121,501,723,393,326,429
121,502,722,392,326,429
120,501,722,392,326,429
121,501,721,393,326,429
121,501,721,393,326,429
121,502,720,393,326,429
121,502,720,393,325,429
120,502,720,393,326,429
121,501,720,394,326,429
121,501,719,393,326,428
120,501,719,392,325,429
121,502,718,394,326,430
122,502,718,394,326,429
121,501,717,394,326,429
122,503,717,394,327,429
122,502,717,394,326,429
121,502,718,394,325,429
121,501,719,394,325,429
121,501,720,395,325,429
122,501,721,394,325,429
121,502,722,395,325,430
121,501,723,394,324,429
121,502,725,394,325,429
121,501,726,394,325,429
121,502,727,394,325,429
121,502,728,394,325,429
121,502,729,394,325,429
121,502,730,394,325,429
121,502,731,394,325,428
121,502,732,394,325,428
121,502,733,394,324,428
121,502,734,394,324,428
121,501,736,395,324,429
122,501,736,394,324,429
121,502,738,394,324,428
121,501,739,394,324,428
121,502,740,394,324,429
121,501,741,394,323,428
121,502,742,394,323,428
121,502,742,394,323,428
122,501,743,394,323,428
121,502,745,394,323,428
121,502,745,394,323,428
121,502,747,394,323,428
122,502,748,394,323,428
122,503,748,394,323,428
122,501,750,394,323,427
121,502,750,394,323,427
121,502,750,394,322,428
121,501,750,394,323,428
121,502,750,393,323,427
121,502,750,393,322,427
121,501,749,393,323,428
121,501,749,393,322,427
121,501,750,394,322,427
121,501,749,393,322,427
121,502,750,394,323,428
122,501,750,394,322,427
121,502,751,394,323,427
121,501,752,394,322,427
121,502,753,394,322,428
121,502,753,394,322,427
121,502,754,394,322,427
121,502,755,394,322,427
122,501,756,394,323,428
121,501,756,394,322,427
121,501,757,394,322,427
121,501,757,394,323,427
122,502,757,395,324,428
122,502,756,394,323,428
123,502,756,395,323,428
121,502,755,395,323,428
122,503,755,395,323,428
123,502,755,395,323,428
122,502,756,395,324,428
122,502,756,395,322,427
122,502,756,395,323,427
122,502,756,396,322,427
122,502,756,396,322,427
122,502,757,396,322,427
122,502,757,397,322,427
123,502,758,397,321,427
122,502,759,397,322,427
122,502,759,396,322,427
122,502,760,397,322,427
122,502,759,396,322,426
122,502,759,396,322,427
122,502,760,396,322,427
122,502,760,397,322,427
122,502,760,396,323,427
122,502,760,396,323,427
122,501,760,396,323,427
122,502,761,396,323,427
123,502,760,395,323,427
122,501,761,396,324,426
122,502,760,395,325,427
122,501,761,395,325,427
121,502,760,395,326,426
122,502,761,394,327,427
121,502,761,394,327,426
122,501,761,394,326,427
122,501,762,394,327,427
121,502,761,394,328,426
122,502,761,394,328,427
122,502,761,394,328,427
121,502,762,394,328,427
122,502,761,393,328,427
123,501,761,394,328,427
122,502,762,393,328,427
122,502,763,393,328,427
122,501,763,393,328,427
122,501,764,394,328,427
122,501,764,393,328,427
122,501,764,393,329,426
121,501,763,393,328,427
121,502,764,393,328,428
122,502,763,393,329,427
122,501,763,393,329,426
122,502,762,393,329,427
121,501,762,393,329,427
121,502,761,393,328,427
122,502,762,393,329,427
122,502,760,393,330,428
122,502,760,394,330,428
122,502,760,394,330,427
122,502,760,394,330,427
122,502,760,394,331,427
122,502,760,394,330,427
122,502,760,394,330,427
123,503,760,394,330,428
122,502,761,395,331,427
122,502,761,395,330,427
122,502,762,395,331,427
122,502,763,395,330,427
123,502,763,395,331,427
122,502,764,396,330,427
122,502,764,395,330,427
123,502,764,395,330,427
122,501,765,395,331,426
122,501,766,395,330,427
122,501,766,395,330,427
122,502,766,395,330,427
122,502,767,395,331,427
123,502,767,396,331,427
123,502,767,395,330,427
122,502,768,395,331,427
122,502,768,395,330,427
123,502,768,395,330,427
123,502,768,395,330,427
123,502,769,395,329,427
122,502,769,395,329,427
123,502,769,395,330,426
123,502,769,395,330,427
123,503,769,394,330,427
122,502,770,395,329,427
123,502,769,395,329,427
123,502,769,394,328,427
123,502,769,394,329,427
123,503,768,394,328,427
123,502,768,395,328,427
122,502,768,394,328,426
122,502,767,394,328,426
123,502,767,394,328,426
122,502,767,394,327,427
122,502,766,394,327,426
122,502,766,394,327,427
123,502,765,395,327,426
122,502,765,395,327,427
122,502,764,395,326,427
123,502,763,395,327,427
122,502,763,395,327,426
122,502,763,395,327,426
123,501,763,396,326,426
123,502,761,395,326,427
122,501,761,395,326,426
123,502,760,395,326,426
122,502,759,395,326,427
122,502,759,395,327,426
122,502,758,395,326,426
123,502,758,395,325,426
122,502,757,395,326,427
123,502,757,395,325,426
122,502,756,395,325,427
122,502,756,395,325,426
123,501,756,395,325,426
123,502,756,395,324,426
122,501,756,395,325,426
122,502,757,396,325,427
123,501,756,395,325,426
122,501,757,396,326,426
122,501,757,396,325,426
122,502,757,396,325,426
122,502,757,395,325,426
122,501,758,395,324,426
122,501,758,395,325,426
123,501,759,395,325,426
123,502,758,396,324,426
122,501,760,395,325,426
122,501,760,396,324,426
123,501,760,396,324,425
122,502,761,395,325,425
122,501,762,396,325,426
123,502,763,397,324,426
123,501,762,395,325,425
122,502,763,395,325,425
122,501,763,395,324,425
123,501,764,395,324,425
123,502,764,396,323,426
123,502,764,396,324,425
123,502,765,395,324,425
123,503,764,396,323,426
122,501,764,395,324,426
123,501,764,396,324,426
122,501,765,396,324,425
123,501,764,396,323,427
123,502,763,396,323,426
123,502,763,396,323,426
123,501,763,396,323,426
123,501,764,396,323,425
123,502,763,397,323,426
123,502,763,396,323,425
122,501,763,397,323,426
122,501,763,396,323,426
123,501,764,396,323,425
122,502,764,396,324,426
123,502,763,397,322,425
123,502,763,397,322,426
123,501,763,396,321,426
122,501,763,396,322,425
122,502,762,396,321,426
122,502,762,397,321,426
122,502,761,396,321,425
122,502,761,397,322,425
122,502,762,396,321,425
123,502,761,396,321,426
123,502,761,396,320,425
123,502,761,396,320,425
122,501,762,396,320,426
122,501,763,396,320,425
123,502,763,396,320,425
123,502,763,395,320,425
122,501,763,396,320,425
122,502,764,395,320,425
123,501,764,395,319,425
122,501,764,396,320,425
122,501,765,396,319,425
123,502,765,395,319,425
122,501,766,395,319,424
123,502,767,395,320,425
122,501,766,395,319,425
123,501,767,395,319,426
123,503,768,395,318,425
123,502,768,395,318,425
122,501,768,395,319,425
123,502,769,395,318,426
123,503,769,395,318,425
123,502,769,395,318,425
123,501,769,396,318,424
122,501,769,395,318,426
123,502,768,395,318,425
122,502,769,395,318,425
122,501,768,395,319,425
123,502,768,395,319,425
123,503,768,394,319,425
122,501,767,395,319,425
123,502,767,394,319,425
123,501,767,395,319,425
123,502,766,394,320,425
123,501,766,394,320,425
123,502,766,395,320,424
123,501,765,394,321,425
123,502,764,394,321,425
123,502,764,394,321,425
123,502,763,394,321,424
122,501,763,393,322,425
123,503,763,393,323,425
122,503,763,393,322,425
123,502,762,393,323,425
122,502,762,393,323,425
122,502,762,393,323,425
122,501,762,393,324,425
122,502,761,392,324,425
122,502,760,393,325,426
123,501,759,393,325,425
123,502,759,392,325,425
123,502,758,392,324,425
123,501,758,392,325,425
123,502,758,392,327,425
123,502,757,391,325,425
123,502,758,392,325,424
123,502,758,392,325,425
123,502,758,392,326,425
122,502,758,392,325,424
123,501,759,393,325,426
123,502,759,392,326,425
123,501,758,392,325,425
123,502,758,392,325,425
123,502,759,392,325,425
123,502,759,391,326,425
122,502,760,392,327,425
123,501,760,392,325,425
123,502,761,392,326,425
123,502,761,392,325,425
123,502,761,392,325,425
123,501,761,391,325,424
123,502,761,392,325,425
124,502,761,391,325,425
123,502,761,392,325,425
123,502,760,391,325,425
123,502,761,392,326,425
124,502,760,392,325,425
123,502,761,392,325,425
122,502,761,392,325,425
122,501,762,391,325,424
123,501,761,392,325,425
123,502,761,392,326,425
123,502,762,392,325,425
123,502,763,392,325,425
123,503,763,392,324,425
123,502,763,393,325,425
123,502,763,392,325,425
123,502,764,392,325,425
124,502,765,392,324,425
123,502,764,392,325,425
123,502,764,393,324,425
123,502,763,393,324,425
124,502,764,393,324,425
123,501,764,393,324,425
123,502,762,393,324,425
123,502,763,393,325,426
123,502,762,393,324,425
123,502,761,393,324,424
123,502,762,393,324,425
124,502,763,393,324,425
123,502,763,393,324,424
123,502,763,393,324,425
124,502,763,393,324,424
124,502,763,393,324,425
123,502,764,393,324,425
122,502,764,393,324,425
124,502,765,394,324,424
123,502,765,393,324,425
124,502,764,392,325,425
124,502,764,392,323,425
124,502,765,393,325,425
125,502,764,393,325,425
124,502,765,393,324,426
124,502,765,393,324,425
124,502,766,393,325,425
124,502,765,394,324,425
124,503,766,393,324,426
124,502,766,393,324,426
124,502,767,393,325,425
125,503,766,393,325,425
124,503,767,392,326,425
124,502,767,392,325,425
124,502,767,393,325,425
124,502,768,392,325,425
124,503,768,393,325,425
124,502,767,393,324,425
125,502,767,394,324,426
125,502,766,393,324,425
124,502,766,393,325,425
124,503,765,392,324,426
124,502,765,393,324,425
124,502,765,393,324,426
124,502,764,393,324,425
124,502,764,392,324,425
125,502,765,393,324,425
124,502,765,393,324,425
125,502,764,393,324,425
124,502,764,392,324,425
125,502,764,393,324,427
124,502,764,393,323,425
124,503,764,394,324,426
124,502,764,392,324,425
124,502,765,393,323,425
124,502,765,392,323,425
124,503,765,393,324,425
125,502,768,393,323,425
124,502,767,393,323,425
125,502,768,393,323,424
124,502,769,393,323,425
124,502,770,394,322,425
125,502,769,394,323,425
124,502,769,393,322,425
125,502,769,394,322,425
124,502,769,394,321,425
124,502,770,394,322,425
124,502,771,394,322,425
124,503,771,395,321,425
124,502,771,396,321,426
124,502,771,395,321,425
124,502,772,395,321,425
124,502,771,396,321,425
124,502,772,397,321,425
125,502,772,395,321,425
125,503,772,396,321,425
125,503,772,396,321,425
124,502,773,396,321,425
124,502,774,396,321,425
125,503,773,396,322,425
125,503,773,397,321,425
125,502,774,397,321,426
124,502,774,397,321,425
125,502,774,396,321,425
125,502,775,396,321,425
124,502,775,396,322,425
125,502,775,397,321,425
124,502,776,396,321,425
125,503,776,396,322,425
127,504,777,398,324,428
133,507,778,402,328,431
139,511,781,406,334,436
138,511,780,406,333,436
139,510,781,406,333,436
141,511,782,407,334,438
140,511,782,406,334,437
137,510,781,404,331,435
134,508,780,402,329,431
116,497,774,390,314,418
116,497,774,390,316,418
115,497,773,389,314,417
118,498,774,390,316,419
115,496,772,389,315,417
113,495,771,387,313,415
113,496,770,388,315,416
115,497,771,389,316,418
132,507,775,400,328,430
129,505,774,399,327,429
130,505,774,399,328,429
129,505,772,400,327,430
131,505,773,400,330,430
128,505,771,398,327,427
129,505,772,398,329,428
128,505,771,398,327,427
128,504,770,397,328,428
128,504,770,397,328,428
127,503,769,397,328,427
127,504,768,397,328,427
129,505,769,398,329,429
131,506,768,399,331,429
129,505,766,397,329,428
127,504,765,396,328,427
123,501,763,392,324,423
120,500,761,391,323,421
121,500,761,391,324,422
121,500,761,391,323,422
122,500,761,391,324,422
123,501,761,392,325,423
124,502,761,393,325,424
124,503,761,393,326,425
126,502,761,393,326,425
127,504,761,394,328,427
126,503,760,393,327,426
129,505,761,395,329,428
130,505,761,396,329,429
129,505,760,396,329,428
131,506,760,397,330,430
132,507,761,398,331,431
132,507,762,398,331,431
132,506,761,398,331,431
132,506,760,397,330,431
132,506,760,397,330,430
132,507,760,398,330,430
133,507,760,397,330,431
132,507,759,397,330,431
132,506,759,397,331,431
134,507,759,398,331,432
134,507,759,398,331,431
127,503,757,393,326,426
130,505,757,396,328,429
131,506,757,396,329,429
130,505,757,395,328,429
128,505,755,394,326,428
130,505,756,395,327,428
130,505,755,395,327,428
128,504,754,394,326,427
128,504,754,394,326,428
132,507,755,395,328,430
131,506,755,396,328,429
132,507,755,395,330,430
131,505,755,395,327,429
131,506,756,395,328,429
134,508,758,397,330,432
134,507,758,397,330,431
132,507,759,396,331,431
133,507,759,397,330,432
133,507,759,396,330,431
132,506,758,395,329,430
133,507,759,395,330,430
133,506,759,395,330,431
132,507,759,395,331,430
133,506,759,395,331,430
131,506,759,394,330,430
132,506,759,395,331,430
132,506,759,395,331,430
133,507,759,395,332,430
134,507,760,396,333,433
135,507,759,398,334,432
134,508,759,396,334,433
136,508,759,397,334,433
135,508,759,396,335,432
136,508,759,399,335,433
135,507,758,397,334,432
137,509,757,397,336,433
136,509,757,398,336,433
137,509,757,399,336,434
137,508,757,398,337,434
135,507,755,397,335,432
135,507,755,396,334,431
134,507,755,397,334,431
135,508,754,396,335,431
135,508,753,396,334,431
133,507,753,396,335,431
134,507,753,396,334,431
133,506,753,396,334,431
133,506,752,396,334,430
133,506,751,396,333,430
132,505,751,395,333,430
131,504,750,393,331,428
130,505,749,393,331,428
131,504,749,394,332,428
133,506,750,396,333,430
130,505,748,394,332,429
131,505,748,394,332,428
135,507,748,396,334,431
135,507,747,397,334,431
133,506,747,395,334,431
132,506,746,395,331,430
129,504,745,393,330,427
128,503,745,392,330,427
128,503,745,393,330,427
127,503,744,393,329,426
128,503,745,394,330,427
136,507,747,398,335,432
137,508,748,399,336,433
129,504,745,394,330,428
109,492,738,379,314,410
111,493,739,380,315,412
133,506,747,396,333,429
130,504,745,394,331,427
132,506,746,396,332,430
135,508,747,398,335,432
139,509,748,400,337,434
137,508,748,399,335,433
137,508,748,399,336,434
139,509,749,400,337,434
138,509,750,399,336,434
140,510,752,401,339,436
141,511,751,401,339,436
137,507,749,398,335,433
138,509,750,399,336,434
141,511,750,401,337,435
141,510,750,401,338,436
