Normal Atmosphere,Polluted Atmosphere,Time (sec)
144,1014,682.6
143,1014,682.7
144,1014,682.8
143,1015,682.9
144,1014,683
143,1014,683.1
143,1014,683.2
143,1014,683.3
144,1014,683.4
143,1014,683.5
143,1015,683.6
143,1014,683.7
143,1014,683.8
144,1014,683.9
143,1014,684
143,1015,684.1
144,1015,684.2
143,1015,684.3
143,1014,684.4
143,1014,684.5
144,1014,684.6
143,1015,684.7
143,1015,684.8
144,1015,684.9
144,1015,685
144,1015,685.1
143,1015,685.2
143,1015,685.3
144,1015,685.4
143,1015,685.5
143,1014,685.6
143,1014,685.7
143,1013,685.8
143,1012,685.9
143,1013,686
143,1014,686.1
143,1013,686.2
144,1013,686.3
144,1013,686.4
144,1014,686.5
144,1014,686.6
143,1014,686.7
143,1014,686.8
144,1014,686.9
144,1014,687
143,1014,687.1
143,1014,687.2
143,1014,687.3
143,1014,687.4
144,1014,687.5
143,1014,687.6
144,1014,687.7
143,1013,687.8
143,1013,687.9
143,1013,688
143,1015,688.1
144,1015,688.2
144,1014,688.3
143,1015,688.4
144,1015,688.5
143,1015,688.6
144,1015,688.7
143,1015,688.8
143,1015,688.9
143,1016,689
143,1015,689.1
143,1016,689.2
143,1015,689.3
144,1015,689.4
144,1015,689.5
143,1016,689.6
143,1016,689.7
144,1015,689.8
143,1016,689.9
143,1015,690
143,1015,690.1
144,1015,690.2
144,1016,690.3
143,1016,690.4
143,1016,690.5
143,1015,690.6
143,1016,690.7
143,1016,690.8
143,1016,690.9
144,1016,691
144,1016,691.1
143,1016,691.2
143,1015,691.3
144,1015,691.4
143,1016,691.5
143,1015,691.6
143,1016,691.7
143,1015,691.8
143,1015,691.9
143,1015,692
143,1016,692.1
144,1015,692.2
143,1015,692.3
143,1015,692.4
144,1015,692.5
143,1016,692.6
143,1015,692.7
144,1015,692.8
143,1015,692.9
144,1015,693
143,1015,693.1
144,1015,693.2
143,1016,693.3
144,1015,693.4
143,1015,693.5
143,1015,693.6
144,1015,693.7
143,1015,693.8
143,1015,693.9
143,1015,694
143,1015,694.1
143,1015,694.2
144,1015,694.3
143,1016,694.4
143,1014,694.5
143,1015,694.6
143,1014,694.7
144,1013,694.8
143,1012,694.9
143,1011,695
143,1011,695.1
143,1012,695.2
143,1012,695.3
143,1013,695.4
144,1013,695.5
143,1013,695.6
143,1013,695.7
143,1013,695.8
144,1012,695.9
143,1013,696
144,1014,696.1
144,1013,696.2
143,1014,696.3
143,1013,696.4
143,1012,696.5
143,1012,696.6
144,1008,696.7
143,1012,696.8
143,1012,696.9
143,1007,697
143,1011,697.1
143,1006,697.2
143,1000,697.3
144,1000,697.4
143,1009,697.5
144,1009,697.6
144,1008,697.7
143,1009,697.8
144,1009,697.9
143,1009,698
144,1009,698.1
143,1009,698.2
143,1009,698.3
143,1009,698.4
143,1009,698.5
143,1009,698.6
143,1010,698.7
144,1010,698.8
143,1007,698.9
143,1007,699
143,1006,699.1
144,1006,699.2
144,1005,699.3
144,1008,699.4
143,1000,699.5
144,1006,699.6
144,1008,699.7
143,1009,699.8
143,1009,699.9
143,1009,700
143,1009,700.1
144,1006,700.2
143,1012,700.3
143,993,700.4
144,1011,700.5
144,1009,700.6
143,1004,700.7
143,1011,700.8
143,1012,700.9
143,1013,701
143,1014,701.1
143,1009,701.2
143,985,701.3
143,979,701.4
143,986,701.5
143,997,701.6
143,1008,701.7
143,985,701.8
143,985,701.9
143,991,702
144,1000,702.1
143,1004,702.2
143,1005,702.3
144,1013,702.4
143,1003,702.5
143,975,702.6
143,1015,702.7
143,1016,702.8
144,1015,702.9
143,1015,703
144,1016,703.1
143,1016,703.2
144,1016,703.3
144,1016,703.4
144,1016,703.5
144,1016,703.6
144,1016,703.7
143,1015,703.8
144,1015,703.9
143,1016,704
143,1016,704.1
143,1016,704.2
143,1016,704.3
144,1017,704.4
143,1016,704.5
143,1016,704.6
143,1016,704.7
143,1016,704.8
144,1016,704.9
144,1017,705
144,1016,705.1
143,1016,705.2
143,1016,705.3
144,1016,705.4
144,1016,705.5
143,1016,705.6
144,1016,705.7
143,1016,705.8
143,1016,705.9
143,1016,706
143,1015,706.1
143,1015,706.2
143,1015,706.3
143,1014,706.4
144,1015,706.5
143,1015,706.6
143,1014,706.7
144,1015,706.8
143,1014,706.9
144,1014,707
144,1015,707.1
143,1014,707.2
143,1014,707.3
143,1015,707.4
143,1015,707.5
143,1015,707.6
143,1015,707.7
143,1015,707.8
144,1015,707.9
143,1015,708
143,1015,708.1
144,1015,708.2
143,1015,708.3
143,1014,708.4
143,1015,708.5
143,1015,708.6
144,1014,708.7
143,1015,708.8
144,1014,708.9
143,1014,709
144,1015,709.1
143,1015,709.2
143,1015,709.3
144,1015,709.4
143,1015,709.5
143,1014,709.6
143,1015,709.7
143,1015,709.8
143,1015,709.9
144,1015,710
144,1015,710.1
143,1015,710.2
144,1016,710.3
143,1015,710.4
144,1015,710.5
143,1016,710.6
144,1014,710.7
143,1015,710.8
143,1015,710.9
143,1014,711
144,1015,711.1
144,1014,711.2
143,1013,711.3
143,1015,711.4
143,1015,711.5
144,1015,711.6
143,1015,711.7
144,1015,711.8
143,1015,711.9
143,1014,712
144,1015,712.1
143,1015,712.2
144,1014,712.3
144,1015,712.4
144,1015,712.5
143,1014,712.6
143,1014,712.7
144,1014,712.8
143,1014,712.9
143,1015,713
143,1014,713.1
144,1015,713.2
143,1014,713.3
143,1014,713.4
143,1014,713.5
143,1014,713.6
143,1015,713.7
144,1014,713.8
143,1015,713.9
143,1015,714
144,1015,714.1
143,1015,714.2
143,1015,714.3
144,1014,714.4
143,1015,714.5
143,1015,714.6
144,1014,714.7
144,1015,714.8
143,1015,714.9
143,1014,715
144,1014,715.1
143,1014,715.2
144,1014,715.3
143,1015,715.4
144,1015,715.5
144,1014,715.6
144,1014,715.7
143,1015,715.8
144,1015,715.9
143,1015,716
143,1014,716.1
143,1014,716.2
143,1015,716.3
143,1015,716.4
143,1015,716.5
143,1015,716.6
143,1015,716.7
143,1015,716.8
144,1015,716.9
143,1015,717
144,1015,717.1
144,1015,717.2
143,1015,717.3
143,1015,717.4
144,1015,717.5
143,1015,717.6
143,1015,717.7
143,1015,717.8
143,1015,717.9
144,1015,718
143,1015,718.1
143,1015,718.2
144,1016,718.3
143,1015,718.4
143,1015,718.5
143,1015,718.6
143,1015,718.7
144,1014,718.8
143,1015,718.9
143,1014,719
144,1014,719.1
144,1015,719.2
143,1015,719.3
144,1015,719.4
144,1014,719.5
144,1015,719.6
143,1015,719.7
143,1015,719.8
144,1015,719.9
144,1015,720
143,1015,720.1
143,1015,720.2
143,1015,720.3
144,1015,720.4
143,1015,720.5
144,1015,720.6
143,1014,720.7
144,1014,720.8
143,1015,720.9
143,1015,721
143,1015,721.1
143,1015,721.2
143,1015,721.3
143,1015,721.4
144,1015,721.5
144,1014,721.6
143,1015,721.7
143,1015,721.8
143,1015,721.9
143,1015,722
143,1015,722.1
143,1016,722.2
144,1015,722.3
144,1015,722.4
143,1015,722.5
143,1015,722.6
143,1015,722.7
143,1015,722.8
143,1015,722.9
144,1015,723
143,1015,723.1
144,1015,723.2
143,1015,723.3
143,1015,723.4
143,1015,723.5
143,1015,723.6
143,1015,723.7
144,1016,723.8
143,1015,723.9
143,1015,724
143,1015,724.1
143,1015,724.2
143,1015,724.3
144,1015,724.4
143,1015,724.5
143,1015,724.6
143,1014,724.7
143,1015,724.8
143,1015,724.9
143,1014,725
143,1015,725.1
144,1015,725.2
143,1014,725.3
143,1015,725.4
143,1015,725.5
143,1015,725.6
143,1014,725.7
144,1014,725.8
144,1015,725.9
144,1015,726
143,1016,726.1
144,1015,726.2
144,1016,726.3
144,1015,726.4
143,1015,726.5
144,1015,726.6
143,1015,726.7
143,1014,726.8
143,1015,726.9
143,1014,727
143,1015,727.1
143,1015,727.2
143,1015,727.3
143,1015,727.4
143,1014,727.5
143,1015,727.6
143,1015,727.7
143,1014,727.8
144,1015,727.9
143,1015,728
143,1015,728.1
143,1015,728.2
143,1015,728.3
143,1015,728.4
143,1015,728.5
143,1015,728.6
143,1015,728.7
144,1015,728.8
143,1015,728.9
143,1015,729
144,1015,729.1
144,1015,729.2
143,1015,729.3
143,1015,729.4
144,1015,729.5
143,1014,729.6
143,1015,729.7
143,1015,729.8
144,1015,729.9
143,1014,730
143,1014,730.1
143,1015,730.2
143,1014,730.3
143,1015,730.4
143,1015,730.5
143,1015,730.6
143,1016,730.7
143,1015,730.8
143,1015,730.9
143,1015,731
144,1014,731.1
143,1015,731.2
143,1015,731.3
143,1015,731.4
144,1015,731.5
144,1015,731.6
143,1015,731.7
143,1015,731.8
143,1015,731.9
143,1015,732
143,1015,732.1
143,1015,732.2
143,1015,732.3
143,1015,732.4
143,1015,732.5
143,1015,732.6
144,1015,732.7
143,1015,732.8
143,1015,732.9
143,1014,733
143,1015,733.1
144,1015,733.2
143,1015,733.3
143,1015,733.4
143,1014,733.5
143,1015,733.6
143,1015,733.7
143,1014,733.8
143,1015,733.9
143,1015,734
143,1014,734.1
144,1015,734.2
144,1015,734.3
143,1015,734.4
143,1015,734.5
143,1015,734.6
144,1015,734.7
143,1014,734.8
143,1015,734.9
143,1015,735
143,1015,735.1
143,1015,735.2
143,1015,735.3
144,1015,735.4
143,1014,735.5
144,1014,735.6
143,1015,735.7
143,1015,735.8
143,1015,735.9
143,1015,736
143,1015,736.1
143,1015,736.2
143,1015,736.3
143,1015,736.4
143,1015,736.5
143,1015,736.6
143,1015,736.7
143,1015,736.8
143,1015,736.9
144,1015,737
144,1015,737.1
143,1015,737.2
143,1015,737.3
144,1014,737.4
143,1015,737.5
143,1015,737.6
143,1015,737.7
143,1015,737.8
143,1015,737.9
144,1015,738
143,1014,738.1
143,1014,738.2
143,1015,738.3
143,1015,738.4
144,1015,738.5
143,1015,738.6
143,1015,738.7
143,1015,738.8
143,1015,738.9
144,1014,739
143,1015,739.1
143,1015,739.2
143,1014,739.3
144,1014,739.4
142,1014,739.5
143,1015,739.6
143,1015,739.7
143,1014,739.8
143,1014,739.9
143,1015,740
144,1014,740.1
143,1014,740.2
143,1014,740.3
143,1015,740.4
143,1015,740.5
143,1015,740.6
143,1015,740.7
143,1015,740.8
143,1015,740.9
144,1015,741
143,1015,741.1
143,1015,741.2
143,1015,741.3
143,1015,741.4
143,1016,741.5
143,1015,741.6
143,1016,741.7
143,1015,741.8
143,1015,741.9
143,1016,742
144,1015,742.1
143,1015,742.2
143,1016,742.3
143,1015,742.4
143,1015,742.5
143,1016,742.6
144,1016,742.7
143,1016,742.8
143,1016,742.9
143,1016,743
143,1016,743.1
144,1015,743.2
143,1016,743.3
143,1015,743.4
143,1015,743.5
143,1016,743.6
144,1015,743.7
144,1014,743.8
143,1016,743.9
143,1015,744
143,1015,744.1
143,1015,744.2
143,1015,744.3
143,1015,744.4
143,1014,744.5
143,1015,744.6
143,1015,744.7
143,1015,744.8
143,1014,744.9
143,1012,745
144,1012,745.1
143,1012,745.2
144,1013,745.3
143,1013,745.4
143,1013,745.5
144,1013,745.6
143,1013,745.7
144,1012,745.8
143,995,745.9
143,1014,746
143,1014,746.1
143,1013,746.2
143,1010,746.3
143,1016,746.4
143,1017,746.5
143,1017,746.6
143,1017,746.7
143,1017,746.8
143,1017,746.9
143,1016,747
143,1016,747.1
143,1016,747.2
144,1016,747.3
143,1006,747.4
143,1005,747.5
143,1005,747.6
143,1005,747.7
144,1006,747.8
143,1011,747.9
143,981,748
143,1011,748.1
144,1016,748.2
143,1016,748.3
143,1016,748.4
143,1016,748.5
144,1015,748.6
143,1010,748.7
143,1008,748.8
143,1007,748.9
143,1007,749
144,1007,749.1
143,1007,749.2
143,993,749.3
144,971,749.4
143,952,749.5
143,954,749.6
143,954,749.7
143,986,749.8
143,983,749.9
143,994,750
143,993,750.1
143,993,750.2
143,995,750.3
143,971,750.4
144,970,750.5
143,963,750.6
144,955,750.7
143,945,750.8
144,945,750.9
143,946,751
143,947,751.1
143,948,751.2
143,949,751.3
143,949,751.4
143,948,751.5
144,949,751.6
144,954,751.7
144,954,751.8
143,954,751.9
143,953,752
143,950,752.1
143,947,752.2
143,918,752.3
143,925,752.4
143,925,752.5
143,924,752.6
143,923,752.7
143,925,752.8
143,929,752.9
143,927,753
143,924,753.1
143,971,753.2
143,974,753.3
144,975,753.4
144,975,753.5
143,975,753.6
144,975,753.7
143,976,753.8
143,930,753.9
143,925,754
144,929,754.1
143,929,754.2
143,929,754.3
144,931,754.4
143,930,754.5
143,940,754.6
143,943,754.7
144,944,754.8
143,945,754.9
144,945,755
143,945,755.1
143,945,755.2
143,945,755.3
143,944,755.4
143,947,755.5
143,942,755.6
143,927,755.7
143,906,755.8
143,958,755.9
143,959,756
144,960,756.1
143,959,756.2
143,960,756.3
143,961,756.4
143,964,756.5
143,969,756.6
143,972,756.7
143,976,756.8
143,979,756.9
143,981,757
143,990,757.1
143,993,757.2
143,963,757.3
143,985,757.4
143,1017,757.5
144,1017,757.6
144,1017,757.7
143,1016,757.8
144,1017,757.9
143,1017,758
144,1017,758.1
144,1016,758.2
144,1016,758.3
144,1017,758.4
144,1017,758.5
143,1017,758.6
143,1017,758.7
144,1017,758.8
144,1017,758.9
143,1017,759
144,1016,759.1
144,1017,759.2
144,1017,759.3
143,1017,759.4
143,1017,759.5
144,1016,759.6
143,1017,759.7
143,1016,759.8
143,1017,759.9
143,1016,760
144,1017,760.1
144,1016,760.2
143,1016,760.3
144,1017,760.4
144,1017,760.5
143,1017,760.6
143,1018,760.7
143,1016,760.8
144,1016,760.9
144,1017,761
143,1016,761.1
144,1017,761.2
143,1017,761.3
143,1016,761.4
143,1017,761.5
143,1016,761.6
144,1016,761.7
144,1017,761.8
144,1016,761.9
143,1016,762
143,1016,762.1
144,1017,762.2
144,1017,762.3
143,1017,762.4
143,1017,762.5
143,1017,762.6
143,1016,762.7
143,1017,762.8
144,1016,762.9
143,1016,763
144,1016,763.1
144,1016,763.2
144,1016,763.3
143,1016,763.4
143,1016,763.5
144,1016,763.6
143,1016,763.7
143,1016,763.8
143,1016,763.9
143,1016,764
143,1016,764.1
143,1017,764.2
144,1016,764.3
143,1017,764.4
144,1017,764.5
143,1017,764.6
143,1016,764.7
143,1016,764.8
143,1016,764.9
143,1016,765
143,1016,765.1
144,1016,765.2
144,1017,765.3
143,1016,765.4
143,1015,765.5
144,1016,765.6
143,1015,765.7
143,1016,765.8
144,1016,765.9
144,1015,766
143,1016,766.1
143,1016,766.2
143,1016,766.3
144,1016,766.4
143,1015,766.5
144,1016,766.6
143,1016,766.7
143,1016,766.8
143,1016,766.9
143,1016,767
143,1016,767.1
143,1016,767.2
143,1016,767.3
144,1015,767.4
143,1016,767.5
144,1016,767.6
143,1015,767.7
143,1016,767.8
143,1015,767.9
144,1015,768
143,1016,768.1
144,1015,768.2
143,1014,768.3
143,1015,768.4
144,1016,768.5
143,1015,768.6
143,1014,768.7
144,1012,768.8
144,1013,768.9
143,1013,769
143,1014,769.1
143,1014,769.2
144,1011,769.3
143,1006,769.4
143,1007,769.5
143,1014,769.6
144,1015,769.7
143,1015,769.8
143,1015,769.9
144,1015,770
144,1014,770.1
143,1015,770.2
143,1014,770.3
144,1013,770.4
143,1009,770.5
143,998,770.6
143,967,770.7
144,1011,770.8
143,1007,770.9
143,1005,771
143,1006,771.1
143,1005,771.2
143,1002,771.3
143,1002,771.4
143,1006,771.5
144,1008,771.6
144,1011,771.7
143,1012,771.8
143,1012,771.9
143,1012,772
143,1012,772.1
143,1012,772.2
143,1013,772.3
144,1012,772.4
144,1012,772.5
143,1012,772.6
144,1012,772.7
144,989,772.8
144,980,772.9
143,992,773
143,996,773.1
143,998,773.2
143,1003,773.3
143,1007,773.4
143,1012,773.5
144,1013,773.6
144,1014,773.7
143,1014,773.8
144,1014,773.9
143,1014,774
143,1014,774.1
144,1014,774.2
144,1014,774.3
144,1014,774.4
143,1014,774.5
144,1014,774.6
144,1014,774.7
144,1014,774.8
143,1013,774.9
143,1011,775
143,1011,775.1
143,1011,775.2
143,1010,775.3
144,1008,775.4
143,1009,775.5
143,1010,775.6
144,1008,775.7
143,999,775.8
144,998,775.9
144,998,776
143,999,776.1
144,1001,776.2
143,1001,776.3
143,1002,776.4
144,1002,776.5
143,1002,776.6
144,999,776.7
143,990,776.8
143,1000,776.9
144,997,777
144,980,777.1
144,1013,777.2
144,1013,777.3
144,1013,777.4
144,1013,777.5
143,1012,777.6
144,974,777.7
144,996,777.8
144,1013,777.9
144,1014,778
143,1014,778.1
144,1014,778.2
144,1014,778.3
144,1014,778.4
144,1014,778.5
144,1013,778.6
144,1014,778.7
143,1014,778.8
144,1013,778.9
144,1014,779
144,1014,779.1
143,1013,779.2
144,1012,779.3
144,1003,779.4
144,1003,779.5
143,1005,779.6
144,1009,779.7
144,1014,779.8
144,999,779.9
145,1012,780
144,1011,780.1
144,1011,780.2
144,1014,780.3
144,1013,780.4
144,1014,780.5
144,1014,780.6
144,1014,780.7
144,1014,780.8
143,1014,780.9
144,1012,781
144,1011,781.1
144,1004,781.2
144,1006,781.3
144,1012,781.4
144,996,781.5
144,1009,781.6
144,1003,781.7
144,1001,781.8
144,1011,781.9
144,1011,782
144,1011,782.1
144,1011,782.2
144,1010,782.3
144,1000,782.4
144,990,782.5
144,1004,782.6
143,993,782.7
143,999,782.8
144,1012,782.9
144,1013,783
144,1013,783.1
143,1012,783.2
144,1013,783.3
144,1013,783.4
144,1013,783.5
144,1012,783.6
144,1011,783.7
144,1010,783.8
144,1012,783.9
144,1010,784
143,1005,784.1
143,1011,784.2
144,1012,784.3
143,1012,784.4
143,1010,784.5
144,1011,784.6
144,1010,784.7
144,1007,784.8
144,1008,784.9
143,1008,785
144,1008,785.1
143,1009,785.2
144,1007,785.3
144,1006,785.4
144,1002,785.5
143,1004,785.6
144,1004,785.7
144,1002,785.8
144,1003,785.9
143,1003,786
144,1003,786.1
144,1003,786.2
144,1004,786.3
144,1004,786.4
144,1003,786.5
144,1003,786.6
143,1003,786.7
144,1003,786.8
144,1003,786.9
144,1003,787
143,1004,787.1
144,1004,787.2
143,1004,787.3
145,1004,787.4
144,1004,787.5
144,1004,787.6
144,1004,787.7
144,1004,787.8
144,1004,787.9
144,1004,788
144,1004,788.1
144,1004,788.2
144,1004,788.3
144,1004,788.4
144,1004,788.5
143,1005,788.6
144,1008,788.7
144,1006,788.8
144,1009,788.9
144,1000,789
144,983,789.1
144,979,789.2
144,996,789.3
144,1000,789.4
144,1003,789.5
144,1004,789.6
144,1005,789.7
144,1005,789.8
144,1005,789.9
144,1006,790
144,1007,790.1
144,1008,790.2
143,1007,790.3
144,1006,790.4
144,1003,790.5
144,1009,790.6
144,1007,790.7
144,1007,790.8
144,1007,790.9
144,1006,791
143,1005,791.1
144,1006,791.2
144,1006,791.3
144,1006,791.4
144,1006,791.5
144,1006,791.6
144,1005,791.7
144,1005,791.8
144,1005,791.9
143,1006,792
144,1005,792.1
144,1005,792.2
144,1005,792.3
144,1005,792.4
144,1005,792.5
144,990,792.6
144,1003,792.7
144,1010,792.8
144,1010,792.9
144,1002,793
144,966,793.1
144,996,793.2
145,999,793.3
145,1000,793.4
144,1016,793.5
144,1017,793.6
144,1017,793.7
144,1017,793.8
144,1017,793.9
144,1017,794
144,1016,794.1
145,1017,794.2
144,1017,794.3
144,1016,794.4
144,1016,794.5
144,1016,794.6
144,1017,794.7
144,1017,794.8
145,1017,794.9
144,1016,795
144,1017,795.1
144,1017,795.2
144,1017,795.3
144,1017,795.4
144,1017,795.5
144,1016,795.6
144,1017,795.7
144,1017,795.8
144,1016,795.9
144,1016,796
144,1017,796.1
144,1016,796.2
144,1017,796.3
144,1016,796.4
144,1017,796.5
144,1017,796.6
144,1016,796.7
144,1017,796.8
144,1016,796.9
144,1017,797
144,1017,797.1
144,1017,797.2
144,1016,797.3
144,1016,797.4
144,1017,797.5
144,1016,797.6
144,1017,797.7
144,1017,797.8
145,1016,797.9
144,1017,798
144,1016,798.1
144,1017,798.2
144,1017,798.3
144,1017,798.4
144,1017,798.5
145,1017,798.6
144,1016,798.7
144,1016,798.8
145,1017,798.9
144,1017,799
144,1016,799.1
145,1017,799.2
144,1017,799.3
144,1016,799.4
144,1016,799.5
145,1017,799.6
144,1017,799.7
144,1017,799.8
144,1017,799.9
144,1016,800
144,1016,800.1
144,1016,800.2
144,1017,800.3
144,1016,800.4
144,1017,800.5
144,1017,800.6
144,1017,800.7
144,1017,800.8
144,1017,800.9
145,1017,801
144,1017,801.1
144,1017,801.2
144,1017,801.3
144,1017,801.4
144,1015,801.5
144,1014,801.6
144,1015,801.7
144,1015,801.8
144,1015,801.9
144,1015,802
145,1015,802.1
144,1015,802.2
144,1015,802.3
144,1016,802.4
145,1017,802.5
144,1016,802.6
144,1016,802.7
144,1017,802.8
144,1017,802.9
144,1017,803
144,1017,803.1
144,1017,803.2
144,1017,803.3
144,1016,803.4
144,1016,803.5
144,1017,803.6
144,1017,803.7
144,1017,803.8
144,1016,803.9
144,1017,804
145,1017,804.1
145,1017,804.2
144,1017,804.3
144,1016,804.4
145,1017,804.5
144,1017,804.6
144,1017,804.7
144,1017,804.8
145,1016,804.9
144,1017,805
144,1017,805.1
145,1017,805.2
144,1017,805.3
144,1016,805.4
144,1017,805.5
144,1016,805.6
144,1016,805.7
144,1017,805.8
144,1017,805.9
144,1017,806
144,1017,806.1
144,1017,806.2
144,1017,806.3
145,1017,806.4
144,1016,806.5
144,1016,806.6
144,1015,806.7
144,1016,806.8
144,1016,806.9
144,1016,807
144,1016,807.1
145,1016,807.2
144,1016,807.3
144,1016,807.4
144,1015,807.5
144,1014,807.6
144,1014,807.7
144,1015,807.8
144,1015,807.9
144,1015,808
145,1016,808.1
144,1016,808.2
144,1016,808.3
144,1016,808.4
144,1016,808.5
144,1016,808.6
144,1015,808.7
144,1016,808.8
144,1014,808.9
144,1014,809
144,1013,809.1
144,1011,809.2
145,1007,809.3
144,1007,809.4
145,1007,809.5
144,1008,809.6
145,1007,809.7
144,1007,809.8
144,1007,809.9
144,1007,810
144,1007,810.1
144,1007,810.2
144,1007,810.3
144,1008,810.4
144,1008,810.5
144,1008,810.6
144,1013,810.7
144,1014,810.8
145,1015,810.9
144,1014,811
145,1013,811.1
144,1013,811.2
144,1014,811.3
144,1014,811.4
144,1015,811.5
144,1014,811.6
144,1016,811.7
144,1015,811.8
144,1016,811.9
144,1016,812
144,1016,812.1
144,1015,812.2
144,1013,812.3
144,1006,812.4
144,1008,812.5
144,1005,812.6
144,1006,812.7
144,1006,812.8
145,1002,812.9
144,1007,813
144,1008,813.1
144,1008,813.2
144,1008,813.3
144,1008,813.4
144,1008,813.5
144,1008,813.6
144,1007,813.7
145,1008,813.8
144,1008,813.9
144,1008,814
145,1008,814.1
144,1008,814.2
144,1008,814.3
144,1008,814.4
145,1007,814.5
144,1008,814.6
144,1008,814.7
145,1008,814.8
144,1014,814.9
144,1015,815
144,1015,815.1
145,1015,815.2
144,1016,815.3
145,1016,815.4
144,1016,815.5
145,1015,815.6
144,1016,815.7
144,1015,815.8
144,1015,815.9
144,1015,816
145,1016,816.1
144,1016,816.2
144,1015,816.3
145,1016,816.4
144,1016,816.5
144,1016,816.6
144,1016,816.7
145,1016,816.8
144,1016,816.9
144,1016,817
144,1016,817.1
145,1016,817.2
144,1015,817.3
144,1015,817.4
144,1016,817.5
145,1016,817.6
144,1016,817.7
144,1016,817.8
144,1017,817.9
144,1016,818
145,1016,818.1
144,1016,818.2
145,1016,818.3
144,1017,818.4
144,1017,818.5
144,1015,818.6
144,1016,818.7
144,1016,818.8
144,1016,818.9
144,1016,819
145,1016,819.1
144,1016,819.2
144,1016,819.3
145,1017,819.4
144,1017,819.5
145,1017,819.6
144,1017,819.7
145,1016,819.8
144,1017,819.9
144,1017,820
145,1016,820.1
144,1017,820.2
144,1016,820.3
144,1015,820.4
145,1016,820.5
144,1016,820.6
144,1016,820.7
144,1016,820.8
144,1016,820.9
145,1016,821
145,1017,821.1
144,1016,821.2
144,1016,821.3
144,1016,821.4
144,1016,821.5
145,1016,821.6
144,1016,821.7
144,1017,821.8
144,1016,821.9
145,1016,822
144,1016,822.1
144,1015,822.2
144,1016,822.3
145,1016,822.4
144,1015,822.5
144,1016,822.6
144,1017,822.7
145,1016,822.8
144,1016,822.9
144,1016,823
144,1016,823.1
144,1016,823.2
145,1016,823.3
144,1017,823.4
144,1016,823.5
145,1017,823.6
144,1016,823.7
144,1017,823.8
144,1017,823.9
145,1016,824
144,1017,824.1
144,1016,824.2
144,1015,824.3
144,1016,824.4
144,1016,824.5
144,1016,824.6
144,1016,824.7
145,1016,824.8
144,1017,824.9
144,1016,825
145,1017,825.1
144,1016,825.2
144,1016,825.3
145,1016,825.4
145,1016,825.5
145,1016,825.6
144,1017,825.7
144,1016,825.8
144,1016,825.9
144,1016,826
144,1016,826.1
144,1016,826.2
145,1016,826.3
145,1013,826.4
144,1006,826.5
144,1006,826.6
145,1006,826.7
144,1007,826.8
144,1007,826.9
144,1008,827
144,1008,827.1
144,1009,827.2
144,1008,827.3
144,1007,827.4
145,1009,827.5
144,1012,827.6
144,1013,827.7
144,1013,827.8
144,1013,827.9
144,1014,828
144,1014,828.1
145,1013,828.2
144,1014,828.3
145,1013,828.4
144,1014,828.5
145,1014,828.6
145,1014,828.7
144,1014,828.8
144,1014,828.9
144,1013,829
144,1014,829.1
144,1013,829.2
144,1014,829.3
144,1014,829.4
144,1014,829.5
145,1014,829.6
145,1012,829.7
144,1013,829.8
144,1013,829.9
144,1012,830
144,1013,830.1
144,1013,830.2
144,1015,830.3
145,1005,830.4
144,1015,830.5
144,1014,830.6
145,1013,830.7
144,1013,830.8
144,1012,830.9
144,1012,831
144,1012,831.1
145,1012,831.2
144,1012,831.3
144,1013,831.4
144,1013,831.5
144,1013,831.6
144,1013,831.7
144,1014,831.8
145,1014,831.9
145,1014,832
144,1014,832.1
144,1014,832.2
144,1014,832.3
144,1014,832.4
144,1014,832.5
144,1014,832.6
145,1013,832.7
144,1013,832.8
144,1014,832.9
144,1009,833
144,1015,833.1
144,1017,833.2
144,1017,833.3
144,1016,833.4
144,1016,833.5
145,1017,833.6
144,1018,833.7
144,1017,833.8
144,1017,833.9
144,1017,834
145,1017,834.1
145,1016,834.2
145,1016,834.3
144,1016,834.4
144,1016,834.5
144,1017,834.6
144,1017,834.7
144,1017,834.8
144,1017,834.9
145,1017,835
144,1017,835.1
144,1016,835.2
144,1016,835.3
144,1017,835.4
145,1017,835.5
144,1017,835.6
144,1016,835.7
144,1016,835.8
144,1017,835.9
145,1016,836
144,1017,836.1
144,1016,836.2
144,1017,836.3
144,1016,836.4
144,1017,836.5
144,1016,836.6
144,1015,836.7
145,1014,836.8
144,1013,836.9
144,1014,837
144,1014,837.1
145,1014,837.2
144,1014,837.3
144,1015,837.4
144,1014,837.5
145,1014,837.6
144,1013,837.7
144,1013,837.8
145,1015,837.9
144,1014,838
144,1013,838.1
144,1015,838.2
145,1015,838.3
144,1015,838.4
144,1015,838.5
144,1015,838.6
145,1015,838.7
144,1015,838.8
145,1015,838.9
144,1015,839
145,1015,839.1
145,1015,839.2
144,1014,839.3
144,1015,839.4
144,1015,839.5
145,1014,839.6
144,1015,839.7
144,1015,839.8
145,1015,839.9
144,1015,840
144,1015,840.1
144,1015,840.2
144,1015,840.3
145,1015,840.4
144,1015,840.5
144,1015,840.6
144,1014,840.7
144,1012,840.8
144,1012,840.9
144,1012,841
145,1011,841.1
144,1012,841.2
145,1011,841.3
144,1011,841.4
144,1011,841.5
145,1011,841.6
144,1012,841.7
144,1012,841.8
145,1012,841.9
144,1012,842
144,1012,842.1
144,1012,842.2
144,1012,842.3
144,1012,842.4
144,1012,842.5
145,1011,842.6
