Normal Atmosphere,Polluted Atmosphere,Time (sec)
144,1017,340.7
145,1016,340.8
144,1016,340.9
145,1016,341
144,1016,341.1
144,1016,341.2
145,1016,341.3
144,1017,341.4
144,1016,341.5
144,1016,341.6
145,1017,341.7
145,1016,341.8
144,1016,341.9
144,1016,342
145,1015,342.1
145,1017,342.2
144,1017,342.3
144,1017,342.4
144,1017,342.5
144,1016,342.6
144,1017,342.7
144,1016,342.8
144,1016,342.9
145,1016,343
144,1016,343.1
144,1016,343.2
144,1016,343.3
144,1016,343.4
144,1016,343.5
144,1017,343.6
144,1016,343.7
145,1017,343.8
144,1017,343.9
144,1017,344
145,1018,344.1
144,1017,344.2
144,1017,344.3
144,1017,344.4
145,1017,344.5
144,1017,344.6
144,1017,344.7
144,1017,344.8
144,1017,344.9
144,1016,345
144,1017,345.1
144,1017,345.2
145,1016,345.3
144,1016,345.4
144,1016,345.5
145,1017,345.6
145,1017,345.7
145,1017,345.8
144,1017,345.9
144,1017,346
144,1017,346.1
144,1017,346.2
145,1016,346.3
144,1017,346.4
145,1017,346.5
145,1017,346.6
144,1017,346.7
144,1017,346.8
145,1017,346.9
144,1017,347
144,1016,347.1
144,1017,347.2
144,1017,347.3
144,1017,347.4
144,1017,347.5
145,1017,347.6
145,1017,347.7
144,1017,347.8
144,1017,347.9
145,1017,348
145,1017,348.1
144,1017,348.2
144,1017,348.3
144,1017,348.4
144,1017,348.5
144,1017,348.6
144,1017,348.7
144,1017,348.8
144,1017,348.9
144,1017,349
144,1017,349.1
144,1017,349.2
145,1017,349.3
144,1016,349.4
144,1017,349.5
144,1017,349.6
145,1017,349.7
144,1016,349.8
144,1017,349.9
145,1017,350
144,1017,350.1
144,1017,350.2
144,1017,350.3
144,1017,350.4
144,1017,350.5
144,1018,350.6
144,1017,350.7
144,1017,350.8
144,1017,350.9
144,1017,351
144,1017,351.1
144,1016,351.2
144,1016,351.3
144,1017,351.4
144,1017,351.5
144,1017,351.6
144,1017,351.7
145,1017,351.8
144,1017,351.9
145,1017,352
144,1016,352.1
144,1017,352.2
145,1017,352.3
145,1017,352.4
144,1017,352.5
145,1017,352.6
144,1017,352.7
144,1017,352.8
144,1017,352.9
144,1017,353
144,1017,353.1
144,1017,353.2
144,1017,353.3
144,1017,353.4
144,1017,353.5
144,1017,353.6
145,1017,353.7
144,1017,353.8
144,1016,353.9
145,1017,354
144,1016,354.1
145,1017,354.2
144,1017,354.3
144,1018,354.4
144,1017,354.5
144,1017,354.6
144,1017,354.7
145,1017,354.8
145,1017,354.9
144,1017,355
144,1017,355.1
144,1016,355.2
144,1016,355.3
144,1016,355.4
144,1017,355.5
144,1017,355.6
144,1017,355.7
144,1017,355.8
144,1017,355.9
144,1016,356
144,1016,356.1
144,1016,356.2
144,1016,356.3
144,1016,356.4
144,1016,356.5
144,1016,356.6
144,1017,356.7
144,1016,356.8
144,1016,356.9
144,1016,357
144,1016,357.1
144,1017,357.2
144,1014,357.3
144,1015,357.4
144,1016,357.5
144,1015,357.6
144,1015,357.7
144,1015,357.8
144,1015,357.9
144,1015,358
144,1015,358.1
144,1015,358.2
145,1015,358.3
144,1015,358.4
144,1015,358.5
145,1015,358.6
144,1014,358.7
144,1015,358.8
145,1015,358.9
145,1015,359
144,1015,359.1
144,1015,359.2
145,1015,359.3
144,1015,359.4
144,1014,359.5
144,1013,359.6
145,1015,359.7
144,1015,359.8
144,1014,359.9
144,1014,360
145,1015,360.1
144,1015,360.2
144,1014,360.3
144,1015,360.4
144,1015,360.5
144,1015,360.6
144,1015,360.7
144,1015,360.8
144,1015,360.9
144,1015,361
144,1015,361.1
144,1014,361.2
144,1015,361.3
144,1015,361.4
144,1014,361.5
144,1014,361.6
145,1015,361.7
145,1015,361.8
144,1015,361.9
144,1014,362
144,1015,362.1
144,1015,362.2
144,1015,362.3
144,1015,362.4
144,1013,362.5
144,1013,362.6
144,1013,362.7
144,1013,362.8
144,1012,362.9
144,1012,363
144,1012,363.1
144,1013,363.2
144,1013,363.3
144,1013,363.4
144,1012,363.5
144,1012,363.6
145,1012,363.7
144,1013,363.8
144,1013,363.9
145,1013,364
144,1013,364.1
144,1013,364.2
144,1013,364.3
144,1013,364.4
144,1013,364.5
144,1013,364.6
145,1013,364.7
144,1014,364.8
145,1013,364.9
144,1013,365
144,1013,365.1
144,1013,365.2
145,1013,365.3
144,1013,365.4
144,1013,365.5
144,1012,365.6
145,1013,365.7
144,1013,365.8
144,1012,365.9
144,1012,366
144,1013,366.1
145,1013,366.2
144,1013,366.3
144,1013,366.4
144,1013,366.5
144,1013,366.6
145,1013,366.7
144,1013,366.8
145,1013,366.9
144,1012,367
144,1013,367.1
144,1013,367.2
145,1012,367.3
144,1013,367.4
144,1013,367.5
144,1013,367.6
144,1014,367.7
144,1015,367.8
144,1015,367.9
145,1015,368
144,1015,368.1
144,1015,368.2
144,1015,368.3
144,1015,368.4
144,1015,368.5
144,1015,368.6
144,1015,368.7
144,1015,368.8
144,1015,368.9
144,1015,369
144,1015,369.1
144,1015,369.2
145,1014,369.3
144,1014,369.4
144,1014,369.5
144,1015,369.6
145,1015,369.7
144,1015,369.8
144,1015,369.9
145,1015,370
144,1015,370.1
145,1015,370.2
144,1015,370.3
144,1015,370.4
144,1015,370.5
144,1015,370.6
144,1015,370.7
145,1016,370.8
144,1015,370.9
144,1015,371
144,1015,371.1
145,1016,371.2
144,1015,371.3
144,1015,371.4
144,1015,371.5
144,1016,371.6
144,1016,371.7
145,1015,371.8
144,1015,371.9
144,1015,372
145,1015,372.1
144,1016,372.2
144,1015,372.3
144,1015,372.4
144,1016,372.5
144,1016,372.6
144,1015,372.7
145,1016,372.8
145,1016,372.9
144,1016,373
144,1015,373.1
144,1015,373.2
144,1015,373.3
144,1016,373.4
144,1015,373.5
145,1014,373.6
144,1014,373.7
144,1011,373.8
144,1010,373.9
144,1012,374
145,1013,374.1
144,1013,374.2
144,1012,374.3
144,1013,374.4
144,1013,374.5
144,1014,374.6
144,1014,374.7
144,1014,374.8
145,1014,374.9
144,1015,375
144,1015,375.1
144,1015,375.2
145,1014,375.3
144,1014,375.4
145,1015,375.5
144,1015,375.6
145,1015,375.7
144,1015,375.8
144,1014,375.9
145,1015,376
145,1015,376.1
144,1015,376.2
144,1015,376.3
145,1015,376.4
144,1015,376.5
144,1016,376.6
144,1016,376.7
144,1015,376.8
145,1015,376.9
144,1014,377
144,1012,377.1
144,1012,377.2
144,1007,377.3
144,1007,377.4
144,999,377.5
145,1000,377.6
144,1002,377.7
144,1007,377.8
144,1009,377.9
144,1012,378
144,1013,378.1
144,1013,378.2
144,1012,378.3
144,1015,378.4
144,1016,378.5
144,1015,378.6
144,1016,378.7
144,1016,378.8
144,1016,378.9
144,1015,379
144,1016,379.1
144,1016,379.2
144,1016,379.3
144,1015,379.4
144,1016,379.5
144,1015,379.6
144,1016,379.7
144,1015,379.8
144,1015,379.9
145,1013,380
145,1014,380.1
144,1014,380.2
144,1013,380.3
145,1013,380.4
144,1013,380.5
144,1013,380.6
144,1012,380.7
144,1012,380.8
145,1013,380.9
144,1012,381
145,1012,381.1
144,1013,381.2
145,1015,381.3
145,1013,381.4
144,1013,381.5
144,1013,381.6
144,1012,381.7
144,1013,381.8
144,1013,381.9
144,1013,382
145,1013,382.1
144,1013,382.2
144,1017,382.3
144,1002,382.4
145,1017,382.5
145,1017,382.6
144,1016,382.7
144,1017,382.8
145,1016,382.9
144,1016,383
144,1015,383.1
145,1014,383.2
144,1015,383.3
144,1014,383.4
144,1015,383.5
144,1015,383.6
145,1014,383.7
144,1015,383.8
144,1015,383.9
144,1015,384
144,1016,384.1
144,1016,384.2
144,1014,384.3
144,1009,384.4
144,1013,384.5
144,1013,384.6
144,1013,384.7
144,1012,384.8
144,1014,384.9
144,1017,385
144,1016,385.1
144,1017,385.2
145,1017,385.3
145,1016,385.4
144,1016,385.5
144,1016,385.6
144,1016,385.7
144,1016,385.8
144,1016,385.9
144,1016,386
144,1016,386.1
144,1016,386.2
144,1016,386.3
144,1016,386.4
144,1014,386.5
144,1014,386.6
144,1014,386.7
144,1015,386.8
144,1015,386.9
144,1011,387
145,1011,387.1
145,1013,387.2
144,1012,387.3
145,1012,387.4
144,1012,387.5
144,1012,387.6
144,1012,387.7
144,1012,387.8
144,1012,387.9
144,1013,388
145,1012,388.1
144,1012,388.2
144,1013,388.3
144,1014,388.4
144,1013,388.5
144,1013,388.6
144,1013,388.7
144,1013,388.8
144,1014,388.9
144,1013,389
144,1014,389.1
144,1014,389.2
144,1014,389.3
145,1014,389.4
144,1015,389.5
144,1015,389.6
145,1015,389.7
145,1015,389.8
144,1014,389.9
144,1014,390
144,1014,390.1
145,1014,390.2
144,1014,390.3
144,1015,390.4
145,1014,390.5
145,1014,390.6
144,1014,390.7
144,1014,390.8
145,1014,390.9
144,1014,391
144,1014,391.1
144,1015,391.2
144,1015,391.3
144,1015,391.4
144,1015,391.5
145,1014,391.6
144,1014,391.7
144,1014,391.8
144,1014,391.9
145,1015,392
145,1014,392.1
145,1014,392.2
144,1015,392.3
145,1014,392.4
145,1015,392.5
144,1014,392.6
144,1015,392.7
144,1015,392.8
144,1013,392.9
144,1014,393
144,1014,393.1
144,1015,393.2
144,1015,393.3
144,1014,393.4
144,1015,393.5
145,1015,393.6
144,1014,393.7
144,1014,393.8
144,1013,393.9
144,1014,394
144,1014,394.1
144,1014,394.2
144,1013,394.3
145,1013,394.4
145,1013,394.5
144,1013,394.6
144,1012,394.7
144,1012,394.8
145,1012,394.9
144,1013,395
144,1012,395.1
144,1012,395.2
144,1012,395.3
144,1012,395.4
144,1013,395.5
144,1012,395.6
144,1013,395.7
144,1012,395.8
144,1012,395.9
144,1012,396
145,1012,396.1
144,1012,396.2
145,1015,396.3
144,1015,396.4
145,1015,396.5
144,1014,396.6
144,1015,396.7
144,1014,396.8
144,1014,396.9
144,1014,397
144,1012,397.1
144,1010,397.2
144,1011,397.3
144,1012,397.4
144,1012,397.5
144,1013,397.6
145,1012,397.7
144,1012,397.8
144,1013,397.9
144,1012,398
144,1011,398.1
144,1012,398.2
144,1012,398.3
145,1011,398.4
144,1012,398.5
144,1011,398.6
144,1011,398.7
144,1012,398.8
145,1012,398.9
144,1011,399
144,1011,399.1
144,1011,399.2
144,1012,399.3
144,1011,399.4
144,1011,399.5
144,1012,399.6
144,988,399.7
144,1008,399.8
144,1012,399.9
144,1010,400
145,1008,400.1
144,987,400.2
144,995,400.3
144,987,400.4
144,975,400.5
144,985,400.6
144,992,400.7
144,1004,400.8
145,1011,400.9
144,1013,401
144,1012,401.1
144,1010,401.2
144,1010,401.3
145,1010,401.4
144,1010,401.5
144,1010,401.6
144,1011,401.7
144,1011,401.8
144,1010,401.9
144,1010,402
145,1010,402.1
143,1011,402.2
144,1010,402.3
144,1011,402.4
144,1012,402.5
144,1011,402.6
144,1012,402.7
144,1011,402.8
145,1012,402.9
144,1012,403
144,1012,403.1
144,1013,403.2
145,1013,403.3
144,1013,403.4
144,1013,403.5
144,1014,403.6
145,1013,403.7
144,1013,403.8
144,1013,403.9
144,1013,404
145,1013,404.1
144,1013,404.2
144,1013,404.3
144,1013,404.4
145,1014,404.5
144,1013,404.6
144,1013,404.7
144,1012,404.8
144,1011,404.9
145,1009,405
144,1010,405.1
145,1010,405.2
144,1010,405.3
144,1010,405.4
144,1010,405.5
144,1009,405.6
144,1009,405.7
144,1010,405.8
144,1010,405.9
144,1011,406
144,1010,406.1
145,1009,406.2
144,1010,406.3
144,1010,406.4
144,1010,406.5
144,1010,406.6
144,1010,406.7
144,1010,406.8
145,1010,406.9
144,1010,407
144,1010,407.1
145,1009,407.2
145,1009,407.3
144,1009,407.4
144,1009,407.5
145,1009,407.6
144,1009,407.7
144,1009,407.8
144,1009,407.9
144,1009,408
145,1009,408.1
144,1008,408.2
144,1008,408.3
144,1008,408.4
144,1008,408.5
144,1008,408.6
144,1007,408.7
144,1008,408.8
144,1007,408.9
145,1007,409
144,1008,409.1
145,1008,409.2
144,1008,409.3
144,1008,409.4
144,1008,409.5
144,1008,409.6
144,1008,409.7
144,1008,409.8
144,1007,409.9
144,1008,410
145,1008,410.1
145,1008,410.2
144,1007,410.3
144,1007,410.4
145,1008,410.5
144,1008,410.6
144,1007,410.7
145,1008,410.8
144,1007,410.9
144,1007,411
144,1007,411.1
144,1008,411.2
144,1007,411.3
144,1008,411.4
144,1008,411.5
144,1008,411.6
145,1007,411.7
144,1005,411.8
144,1003,411.9
145,1003,412
144,1003,412.1
145,1003,412.2
144,1003,412.3
145,1002,412.4
144,1003,412.5
144,1003,412.6
144,1002,412.7
144,1003,412.8
143,1003,412.9
144,1003,413
144,1003,413.1
144,1003,413.2
144,1003,413.3
145,1003,413.4
144,1001,413.5
144,1007,413.6
144,1009,413.7
145,1009,413.8
144,1009,413.9
144,1009,414
144,1009,414.1
145,1009,414.2
144,1009,414.3
144,1008,414.4
144,1009,414.5
145,1008,414.6
144,1009,414.7
144,1009,414.8
145,1009,414.9
144,1010,415
144,1010,415.1
144,1009,415.2
144,1010,415.3
144,1009,415.4
144,1009,415.5
144,1009,415.6
144,1009,415.7
144,1009,415.8
144,1009,415.9
145,1010,416
144,1009,416.1
145,1009,416.2
144,1009,416.3
144,1010,416.4
144,1009,416.5
144,1010,416.6
145,1010,416.7
144,1009,416.8
144,1009,416.9
145,1009,417
145,1009,417.1
144,1009,417.2
144,1009,417.3
144,1009,417.4
144,1010,417.5
144,1009,417.6
144,1009,417.7
145,1009,417.8
144,1009,417.9
144,1009,418
144,1009,418.1
145,1009,418.2
144,1009,418.3
144,1008,418.4
144,1008,418.5
144,1008,418.6
144,1008,418.7
144,1008,418.8
145,1008,418.9
144,1009,419
144,1009,419.1
144,1008,419.2
144,1009,419.3
144,1009,419.4
144,1006,419.5
144,1002,419.6
145,1001,419.7
144,1001,419.8
144,1001,419.9
144,1001,420
144,1001,420.1
144,1001,420.2
145,1001,420.3
144,1001,420.4
144,1002,420.5
144,1001,420.6
144,1000,420.7
144,1000,420.8
144,998,420.9
144,998,421
144,999,421.1
144,999,421.2
144,997,421.3
145,996,421.4
145,996,421.5
144,996,421.6
145,996,421.7
144,996,421.8
145,997,421.9
144,997,422
144,997,422.1
144,997,422.2
144,998,422.3
144,998,422.4
144,998,422.5
145,998,422.6
144,997,422.7
144,997,422.8
144,996,422.9
144,996,423
144,997,423.1
144,998,423.2
144,998,423.3
144,998,423.4
144,999,423.5
145,1000,423.6
145,1000,423.7
144,1000,423.8
144,1000,423.9
145,1000,424
144,1000,424.1
145,1000,424.2
144,999,424.3
144,998,424.4
144,999,424.5
144,999,424.6
144,1000,424.7
144,999,424.8
144,998,424.9
144,1009,425
144,1011,425.1
144,1013,425.2
144,1014,425.3
145,1014,425.4
144,1014,425.5
144,1014,425.6
144,1014,425.7
144,1014,425.8
144,1014,425.9
144,1015,426
144,1014,426.1
144,1014,426.2
143,1014,426.3
144,1011,426.4
144,1014,426.5
145,1013,426.6
144,1014,426.7
144,1013,426.8
144,1013,426.9
145,1013,427
144,1013,427.1
145,1013,427.2
144,1014,427.3
144,1014,427.4
144,1014,427.5
144,1014,427.6
144,1013,427.7
144,1014,427.8
144,1014,427.9
144,1014,428
145,1014,428.1
144,1014,428.2
144,1014,428.3
144,1014,428.4
145,1014,428.5
144,1015,428.6
145,1015,428.7
144,1016,428.8
144,1015,428.9
144,1016,429
144,1016,429.1
144,1016,429.2
145,1016,429.3
144,1016,429.4
144,1016,429.5
144,1015,429.6
144,1016,429.7
144,1016,429.8
144,1016,429.9
144,1016,430
144,1016,430.1
144,1016,430.2
145,1016,430.3
144,1016,430.4
144,1016,430.5
145,1016,430.6
144,1015,430.7
144,1015,430.8
144,1016,430.9
144,1016,431
144,1016,431.1
144,1016,431.2
144,1015,431.3
145,1015,431.4
144,1016,431.5
144,1016,431.6
145,1016,431.7
144,1014,431.8
145,1016,431.9
144,1015,432
144,1016,432.1
144,1016,432.2
144,1015,432.3
144,1016,432.4
144,1015,432.5
144,1016,432.6
145,1016,432.7
144,1015,432.8
144,1015,432.9
144,1015,433
145,1015,433.1
144,1015,433.2
144,1015,433.3
144,1015,433.4
144,1015,433.5
144,1015,433.6
144,1015,433.7
144,1016,433.8
145,1015,433.9
144,1016,434
144,1015,434.1
145,1016,434.2
144,1016,434.3
144,1015,434.4
144,1016,434.5
144,1016,434.6
144,1016,434.7
144,1016,434.8
144,1016,434.9
144,1015,435
144,1015,435.1
144,1015,435.2
144,1015,435.3
144,1015,435.4
145,1016,435.5
144,1015,435.6
144,1016,435.7
144,1015,435.8
144,1016,435.9
144,1016,436
144,1015,436.1
144,1016,436.2
145,1016,436.3
144,1016,436.4
144,1015,436.5
144,1016,436.6
144,1015,436.7
144,1015,436.8
144,1015,436.9
145,1016,437
144,1016,437.1
144,1015,437.2
144,1015,437.3
144,1015,437.4
144,1015,437.5
144,1015,437.6
144,1015,437.7
144,1015,437.8
144,1014,437.9
144,1013,438
144,1012,438.1
144,1013,438.2
144,1013,438.3
145,1013,438.4
144,1013,438.5
144,1013,438.6
145,1012,438.7
144,1012,438.8
144,1011,438.9
144,1011,439
144,1010,439.1
144,1010,439.2
145,1011,439.3
144,1011,439.4
144,1011,439.5
145,1011,439.6
144,1009,439.7
144,1009,439.8
144,1009,439.9
144,1010,440
144,1010,440.1
144,1009,440.2
145,1009,440.3
144,1010,440.4
144,1010,440.5
144,1010,440.6
145,1010,440.7
144,1009,440.8
144,1009,440.9
144,1010,441
145,1010,441.1
144,1010,441.2
144,1010,441.3
144,1010,441.4
145,1010,441.5
144,1011,441.6
144,1010,441.7
145,1010,441.8
144,1009,441.9
144,1011,442
144,1012,442.1
144,1010,442.2
144,1011,442.3
144,1011,442.4
144,1011,442.5
144,1011,442.6
144,1013,442.7
144,1012,442.8
144,1012,442.9
144,1012,443
144,1012,443.1
144,1011,443.2
145,1011,443.3
144,1012,443.4
144,1012,443.5
145,1012,443.6
144,1013,443.7
144,1013,443.8
144,1013,443.9
144,1013,444
144,1013,444.1
145,1013,444.2
145,1013,444.3
144,1014,444.4
144,1014,444.5
144,1014,444.6
144,1014,444.7
144,1014,444.8
144,1013,444.9
144,1014,445
144,1014,445.1
144,1014,445.2
144,1013,445.3
144,1013,445.4
144,1014,445.5
144,1014,445.6
144,1013,445.7
145,1013,445.8
144,1014,445.9
144,1014,446
144,1014,446.1
144,1014,446.2
145,1014,446.3
144,1014,446.4
144,1014,446.5
145,1014,446.6
144,1014,446.7
144,1014,446.8
144,1014,446.9
144,1014,447
145,1014,447.1
144,1014,447.2
144,1014,447.3
145,1014,447.4
144,1014,447.5
144,1014,447.6
144,1015,447.7
144,1014,447.8
145,1014,447.9
144,1014,448
144,1014,448.1
144,1014,448.2
145,1014,448.3
144,1014,448.4
144,1014,448.5
144,1014,448.6
145,1014,448.7
144,1014,448.8
144,1014,448.9
144,1014,449
144,1014,449.1
144,1014,449.2
144,1014,449.3
144,1014,449.4
144,1013,449.5
144,1011,449.6
145,1004,449.7
144,1008,449.8
145,1003,449.9
144,995,450
144,998,450.1
144,999,450.2
144,1000,450.3
144,1001,450.4
144,1001,450.5
144,1001,450.6
145,1004,450.7
144,1004,450.8
144,1005,450.9
144,1005,451
144,1006,451.1
144,1005,451.2
144,1006,451.3
145,1005,451.4
144,1006,451.5
144,1009,451.6
144,1010,451.7
144,1011,451.8
144,1012,451.9
144,1012,452
144,1012,452.1
144,1012,452.2
144,1012,452.3
144,1012,452.4
144,1012,452.5
144,1012,452.6
144,1012,452.7
145,1013,452.8
144,1013,452.9
144,1013,453
144,1012,453.1
144,1012,453.2
144,1012,453.3
144,1012,453.4
145,1012,453.5
144,1012,453.6
144,1012,453.7
145,1012,453.8
144,1013,453.9
144,1012,454
144,1012,454.1
144,1012,454.2
144,1012,454.3
144,1012,454.4
145,1012,454.5
145,1013,454.6
145,1012,454.7
144,1012,454.8
144,1012,454.9
145,1013,455
144,1013,455.1
144,1012,455.2
144,1012,455.3
144,1013,455.4
144,1012,455.5
144,1013,455.6
144,1012,455.7
144,1013,455.8
144,1012,455.9
144,1012,456
144,1012,456.1
144,1013,456.2
144,1012,456.3
144,1013,456.4
144,1013,456.5
144,1013,456.6
144,1013,456.7
144,1013,456.8
144,1013,456.9
144,1013,457
144,1012,457.1
144,1012,457.2
144,1013,457.3
144,1012,457.4
144,1013,457.5
144,1013,457.6
144,1013,457.7
144,1012,457.8
144,1012,457.9
144,1012,458
145,1012,458.1
145,1013,458.2
144,1012,458.3
144,1013,458.4
144,1013,458.5
144,1013,458.6
144,1013,458.7
144,1013,458.8
144,1013,458.9
144,1013,459
144,1013,459.1
144,1013,459.2
144,1013,459.3
144,1013,459.4
144,1013,459.5
144,1013,459.6
145,1013,459.7
144,1013,459.8
144,1013,459.9
144,1013,460
144,1012,460.1
145,1012,460.2
144,1013,460.3
144,1013,460.4
144,1013,460.5
144,1013,460.6
144,1013,460.7
144,1013,460.8
144,1013,460.9
145,1013,461
145,1013,461.1
144,1013,461.2
144,1013,461.3
144,1013,461.4
144,1013,461.5
144,1013,461.6
144,1013,461.7
144,1013,461.8
144,1013,461.9
145,1012,462
144,1013,462.1
144,1013,462.2
145,1013,462.3
144,1013,462.4
144,1013,462.5
145,1013,462.6
144,1013,462.7
144,1013,462.8
144,1014,462.9
145,1013,463
144,1013,463.1
144,1013,463.2
144,1013,463.3
144,1013,463.4
144,1013,463.5
144,1013,463.6
144,1013,463.7
145,1014,463.8
144,1013,463.9
145,1013,464
144,1013,464.1
144,1012,464.2
144,1013,464.3
144,1013,464.4
144,1013,464.5
144,1012,464.6
144,1013,464.7
144,1013,464.8
144,1013,464.9
144,1013,465
144,1013,465.1
144,1013,465.2
144,1014,465.3
144,1013,465.4
144,1013,465.5
144,1013,465.6
144,1013,465.7
144,1013,465.8
144,1013,465.9
144,1013,466
144,1013,466.1
145,1013,466.2
144,1013,466.3
144,1013,466.4
144,1012,466.5
145,1013,466.6
144,1013,466.7
144,1013,466.8
144,1013,466.9
144,1014,467
144,1013,467.1
144,1013,467.2
145,1013,467.3
144,1013,467.4
144,1013,467.5
144,1013,467.6
144,1013,467.7
144,1013,467.8
144,1013,467.9
144,1013,468
144,1013,468.1
144,1013,468.2
144,1013,468.3
144,1013,468.4
145,1013,468.5
144,1013,468.6
144,1013,468.7
144,1013,468.8
144,1012,468.9
144,1013,469
145,1013,469.1
144,1013,469.2
144,1014,469.3
144,1014,469.4
144,1013,469.5
144,1013,469.6
144,1013,469.7
144,1013,469.8
144,1013,469.9
144,1012,470
144,1013,470.1
144,1013,470.2
144,1013,470.3
144,1013,470.4
144,1013,470.5
144,1013,470.6
144,1013,470.7
144,1013,470.8
145,1013,470.9
144,1013,471
144,1013,471.1
144,1012,471.2
145,1012,471.3
144,1014,471.4
144,1013,471.5
145,1014,471.6
144,1013,471.7
144,1013,471.8
144,1014,471.9
144,1013,472
144,1013,472.1
144,1014,472.2
144,1016,472.3
144,1016,472.4
144,1015,472.5
144,1011,472.6
144,982,472.7
144,1017,472.8
144,1015,472.9
144,1013,473
144,1016,473.1
144,1016,473.2
144,1016,473.3
144,1016,473.4
144,1016,473.5
144,1013,473.6
144,1011,473.7
145,1011,473.8
144,1012,473.9
144,1013,474
144,1014,474.1
144,1014,474.2
144,1010,474.3
144,1006,474.4
144,1009,474.5
144,1015,474.6
144,1015,474.7
144,1014,474.8
144,1015,474.9
144,1016,475
144,1009,475.1
144,1011,475.2
144,1012,475.3
144,1010,475.4
144,1010,475.5
144,1010,475.6
144,1012,475.7
145,1012,475.8
144,1013,475.9
144,1013,476
144,1014,476.1
144,1014,476.2
144,1013,476.3
144,1014,476.4
144,1013,476.5
144,1014,476.6
144,1014,476.7
144,1014,476.8
144,1014,476.9
145,1014,477
144,1013,477.1
144,1015,477.2
144,1015,477.3
144,1014,477.4
144,1015,477.5
144,1014,477.6
144,1014,477.7
144,1014,477.8
144,1014,477.9
144,1015,478
144,1015,478.1
145,1014,478.2
144,1015,478.3
144,1016,478.4
145,1015,478.5
145,1016,478.6
145,1016,478.7
144,1016,478.8
145,1016,478.9
144,1016,479
144,1016,479.1
144,1015,479.2
144,1015,479.3
144,1015,479.4
144,1015,479.5
143,1015,479.6
144,1016,479.7
143,1016,479.8
144,1016,479.9
144,1016,480
145,1016,480.1
144,1015,480.2
144,1015,480.3
144,1015,480.4
144,1016,480.5
144,1016,480.6
144,1015,480.7
144,1015,480.8
144,1015,480.9
144,1015,481
144,1014,481.1
144,1015,481.2
144,1014,481.3
144,1014,481.4
144,1013,481.5
144,1014,481.6
144,1014,481.7
144,1014,481.8
144,1013,481.9
144,1013,482
144,1014,482.1
144,1013,482.2
144,1014,482.3
144,1013,482.4
144,1014,482.5
144,1013,482.6
144,1014,482.7
144,1014,482.8
145,1014,482.9
144,1015,483
144,1015,483.1
144,1014,483.2
144,1014,483.3
144,1015,483.4
144,1014,483.5
144,1014,483.6
145,1014,483.7
144,1013,483.8
145,1013,483.9
144,1013,484
144,1012,484.1
144,1013,484.2
144,1012,484.3
144,1012,484.4
144,1008,484.5
145,1009,484.6
144,1010,484.7
144,1010,484.8
144,1010,484.9
144,1011,485
144,1010,485.1
144,1011,485.2
145,1011,485.3
144,1007,485.4
144,1009,485.5
144,1009,485.6
144,1009,485.7
145,1010,485.8
144,1010,485.9
145,1009,486
144,1010,486.1
144,1009,486.2
144,1010,486.3
144,1009,486.4
145,1010,486.5
144,1009,486.6
144,1010,486.7
144,1010,486.8
144,1010,486.9
144,1010,487
144,1010,487.1
144,1012,487.2
144,1012,487.3
144,1012,487.4
144,1012,487.5
144,1011,487.6
144,1011,487.7
144,1012,487.8
144,1005,487.9
144,1006,488
144,1007,488.1
144,1007,488.2
144,1007,488.3
144,1008,488.4
144,1009,488.5
144,1009,488.6
144,1009,488.7
145,1009,488.8
144,1009,488.9
145,1009,489
144,1010,489.1
144,1009,489.2
144,1009,489.3
144,1009,489.4
144,1009,489.5
144,1009,489.6
145,1012,489.7
144,1009,489.8
144,1012,489.9
144,1012,490
145,1013,490.1
144,1013,490.2
144,1012,490.3
144,1013,490.4
145,1012,490.5
144,1013,490.6
144,1012,490.7
144,1012,490.8
144,1011,490.9
144,1011,491
144,1011,491.1
144,1011,491.2
144,1012,491.3
144,1010,491.4
144,997,491.5
144,1012,491.6
144,1014,491.7
144,1011,491.8
144,1003,491.9
144,1002,492
144,1003,492.1
144,1003,492.2
144,1003,492.3
145,1003,492.4
144,1003,492.5
144,1003,492.6
144,1003,492.7
144,1003,492.8
144,1003,492.9
144,1003,493
144,1003,493.1
144,1004,493.2
144,1002,493.3
144,1010,493.4
144,1014,493.5
144,1015,493.6
144,1014,493.7
144,1014,493.8
144,1014,493.9
144,1015,494
144,1015,494.1
144,1015,494.2
144,1014,494.3
144,1015,494.4
144,1010,494.5
144,1009,494.6
144,1007,494.7
145,1006,494.8
145,1006,494.9
144,1006,495
144,1006,495.1
145,1006,495.2
144,1005,495.3
144,1006,495.4
144,1006,495.5
144,1006,495.6
144,1006,495.7
144,1006,495.8
144,1006,495.9
144,1006,496
144,1006,496.1
144,1006,496.2
144,1006,496.3
144,1006,496.4
145,1006,496.5
144,1007,496.6
144,1007,496.7
144,1006,496.8
145,1006,496.9
144,1007,497
144,1006,497.1
145,1014,497.2
145,1010,497.3
144,1006,497.4
144,1007,497.5
144,1007,497.6
144,1004,497.7
144,968,497.8
144,934,497.9
144,980,498
144,979,498.1
144,979,498.2
144,977,498.3
145,976,498.4
144,976,498.5
144,976,498.6
144,976,498.7
144,976,498.8
144,976,498.9
144,976,499
144,977,499.1
145,976,499.2
144,982,499.3
144,934,499.4
144,937,499.5
145,936,499.6
144,937,499.7
144,923,499.8
145,988,499.9
145,989,500
144,990,500.1
